building_key,tier,band,n,max_floor,age_band,year,ok,low,mid,high,top
045e45dae3202256deb2ad97b8fbfe182c0e7b023287dde6abe61d2735497e6c,metro,ge26,491,38.0,le10,2020.0,True,111.69926816613156,116.222445114222,116.71957065175856,
04732a0ab29b93596b0b2ac09280db5ec77535352065668249e6360a5834dcda,metro,le15,169,15.0,a11_20,2014.0,True,100.8956208703192,106.33119542176728,106.00511975940114,103.9950043894537
0477f91a2107765d89f068e5397fb58d4678c3680bb1c87420c658b463597763,metro,ge26,186,30.0,a11_20,2010.0,True,105.3624964208147,106.60359909151389,108.59377986754689,
048b8f4a233e056432d422882ad93617c0397b9f8b465b14048b3daea35974e4,other_urban,le15,88,15.0,a21_30,2003.0,True,101.73852721469012,107.31135260437836,109.8634153084967,
049451ec5b6c12113e72bdbcea84ec794f80720275b549f5f307df5b8a073e53,metro,le15,217,15.0,ge31,1989.0,True,105.97457987583516,110.38530325424712,109.18929279301194,106.08357781086515
049588719118c6d6637af65a72b4b2f2ce90100babdf08601ad9f6bc6cfae430,metro,m16_25,171,19.0,a11_20,2006.0,True,108.85686370467774,113.73363450434188,114.46708015562838,
04a0766c90a4315ad8435c52965003f01e55c08de508939fc63c56dcca2af8d7,metro,m16_25,110,25.0,a21_30,2001.0,True,102.52835387761195,105.06539653656897,103.98560889777258,
04a5a487c58b3de99fd5ce02691f156f9e4b981cb223a2c352085f676c4d121c,metro,le15,88,15.0,ge31,1990.0,True,104.88173698442547,104.6583165877214,107.80036495944663,116.08828223557094
04aefd237f6ebc88acc7ab545f153472243ad5f41967c651010f1a2772cda575,other_urban,m16_25,164,18.0,a11_20,2014.0,True,103.27166681052813,108.27941113476753,111.35657271080868,
04b14922ddd693648b92372fd86a40a4b6d609600bddcc5334f358f50e82c724,other_urban,le15,147,5.0,ge31,1988.0,True,,103.03199645734597,97.7389212805873,98.95091240549728
04b637e0bd55d265e827c0dbbb5d252246e41ade23de4bc03d59f417403b25dc,nonurban,le15,51,15.0,a21_30,1999.0,True,108.4404972461126,111.35729557239642,109.24207376761363,
04b6a3e63099618b66814aeb722ffc7bcb29449f5cd67e71602cc9e1e849cb0b,nonurban,m16_25,228,20.0,a21_30,2000.0,True,110.23563957767904,114.28016397339587,113.83763196462908,
04d4cf5bf978bb23c3b91ea9d02813e373b105a5cce10adb82ca30fea5415765,nonurban,le15,261,15.0,a21_30,2000.0,True,111.5586282683584,113.89490890560087,116.54531624066755,108.72882498222656
04de920c8af7c1bb66657d8fbc822345663fa7fa596382bbc9055bed494a0a2c,metro_city,le15,87,15.0,ge31,1993.0,True,112.18433207306668,108.8261651931274,112.57907590492823,113.07208809899582
04e0a0cb7650b42be5aad4b419b689857545b5d81dd9f81268e1382eb9cd8495,metro,m16_25,172,25.0,a11_20,2009.0,True,103.37694671984083,105.65675772230358,106.27378026081998,
04e747070ecc82aaeb4136b722db4ab2af5374b4e1435e157fadab52d8811a01,metro,m16_25,134,25.0,ge31,1995.0,True,102.60831323132678,103.65795679051885,102.57026546035044,98.36011294786728
04eb7a1f4501d346da5430eb08ce1deaa912c444c5b6c9bb5c3c57cd4efe0e7e,metro,m16_25,135,20.0,a21_30,2001.0,True,106.18416700632824,109.23989765049885,107.50687722533429,98.72255220757354
04ed79fe1c5d2ca7005c31dd75a40446bfc2f3a4e384f77888f1a4380b549c22,metro,m16_25,124,18.0,ge31,1994.0,True,103.8774884524351,107.60856755435431,111.42016322000975,
04f42b52c51faf2b0c0f8d7a7b2ca81c03df97ada360acd43ef605351d636c0c,metro,ge26,264,27.0,a21_30,2003.0,True,102.23557371211965,105.95760110896362,106.70310088730237,
04f4fc89a2daca624f86a5f8816151c2e90973fd13b79008c6fa98a394cc17f5,other_urban,le15,85,14.0,ge31,1995.0,True,107.48950567643007,101.62215268212414,107.11305966333389,
04f6351c6b916f2467794eb1618d6d3f5d25042ae827ba6723c529f771c78031,nonurban,m16_25,123,20.0,a11_20,2015.0,True,108.49107268137372,109.88922049964384,108.68206350465208,105.86563123437733
04f6ad66437a90e4418ec077038e94ecfb0e4970779db9d4b6cb744a1af415fd,nonurban,m16_25,106,16.0,a21_30,1997.0,True,104.37907016435048,113.47125363966452,112.99031467285205,109.70342330059728
