asset_type,building_key,tier,band,band_alt,legal_kind,n,n_1,n_low,n_mid,n_high,n_top,max_floor,addr1,addr2,addr3,addr4,place
apartment,4fdae880201d4b8440f8b9dd2c30ef54e78562a7034e9972d51364d7dd0631b6,metro,m16_25,le20,dong,179,16,54,76,26,7,20.0,경기도,안양시,동안구,관양동,관양동
apartment,4fea5c379818baae8b962352cf00ffafe7eee1a3e11c4ba2f3faf30454e257db,other_urban,le15,le20,dong,88,6,24,34,22,2,15.0,경상북도,구미시,형곡동,,형곡동
apartment,4fecb48410a680d1c087b2a912a266fcf211f91870569b2ed4c7dc8d426be197,other_urban,ge26,m21_30,dong,268,7,76,131,51,3,29.0,전남광주통합특별시,서구,농성동,,농성동
apartment,500211feb6cd3372b77b223534585edfeae2910b30145c1976c27101b45d9765,metro,le15,le20,dong,144,12,39,57,20,16,10.0,경기도,시흥시,정왕동,,정왕동
apartment,5008918e2649676fa9555c67b40bd45696dc46f04e8d0550fdae729d8f5d8a6a,other_urban,m16_25,le20,dong,560,44,172,216,109,19,20.0,전북특별자치도,전주시,덕진구,진북동,진북동
apartment,500f57875678b6da5bad77fc5d36868a49e4f2ccc53d53edbe7349992a633097,other_urban,m16_25,le20,dong,124,11,21,58,31,3,16.0,전남광주통합특별시,북구,양산동,,양산동
apartment,501a0c576ea07eaf467f9287e4ec5eec061b77da78a002bbb34045246fea983d,metro,m16_25,m21_30,dong,75,6,18,37,11,3,21.0,경기도,광명시,소하동,,소하동
apartment,501d257dded10144bb03c7756470bb51530e6da4a79f271b855d44a8982ca72d,metro,m16_25,m21_30,dong,74,5,22,35,11,1,21.0,경기도,안양시,동안구,호계동,호계동
apartment,502e6298748a26c6639ba6b13d5c1a58a0eac4b7c9fc33c9586724c6a7a76457,metro,le15,le20,dong,57,7,8,24,14,4,15.0,서울특별시,영등포구,양평동1가,,양평동1가
apartment,5030e65e24029030c0d1425b8cf91e5402a9c2fc2b9a25abc1890e07934841b5,nonurban,le15,le20,eup,96,18,0,41,16,21,5.0,강원특별자치도,정선군,사북읍,,사북읍
apartment,504045087d3dfb150dcb3756deef5a31018a438f71d9376eb61d4ad9fd4920d0,metro,m16_25,m21_30,dong,199,13,51,93,39,3,23.0,경기도,고양시,일산서구,탄현동,탄현동
apartment,504998251b39d0b7ef983a199658e15f7d71d5de465905f2a506f1622af91d27,metro,m16_25,m21_30,dong,85,5,32,22,24,2,25.0,서울특별시,광진구,광장동,,광장동
apartment,504fbda72b3def58816e30621748ab6b47da2afcfb5723f4f8046e0819853234,metro_city,m16_25,m21_30,dong,363,14,99,134,101,15,25.0,부산광역시,북구,화명동,,화명동
apartment,5054a7555c73de518723952d2c3cf61e5d656e7445d2947a222bb8602546dcd7,metro,m16_25,le20,dong,81,6,17,31,17,10,16.0,인천광역시,남동구,만수동,,만수동
apartment,5054b6f6fbb43f2b45ede76f3400ea55fb5ebd2f9a49d3a02d077caef52a8a0f,other_urban,le15,le20,dong,104,7,27,38,29,3,15.0,경상북도,구미시,옥계동,,옥계동
apartment,505e50bebbd13b86b768f4d87218a44016de5ea9f32d1a0874038689d68a0c34,metro_city,m16_25,m21_30,dong,151,5,41,62,40,3,24.0,부산광역시,남구,용호동,,용호동
apartment,507dfd65e7974bb976bbec22a5bbab2837c9f47b1ddd37803504bc1fec521162,other_urban,ge26,m21_30,dong,402,8,101,158,119,16,28.0,강원특별자치도,원주시,무실동,,무실동
apartment,507e4d2b88e37b53cdd6bbee0998abc0fc28193b06f77ac59352ec300cb19d14,other_urban,le15,le20,dong,96,8,12,42,28,6,12.0,경상남도,창원시,성산구,남산동,남산동
apartment,509310823fd88519a2d8ec8ba638c4ca8833afd7f951754cb1f090fe3ccdb922,nonurban,le15,le20,myeon,88,15,0,23,27,23,5.0,강원특별자치도,정선군,남면,,남면
apartment,50972cf94f2fccb3a0e2fca99e39cc1cd11e6927d4a13ff4de0a82e610906767,other_urban,le15,le20,dong,77,5,17,32,20,3,15.0,경상북도,구미시,구평동,,구평동
apartment,50a6fee06a7fa2446c6c0fc0077c5a6efc58af8dbe050620861a3656ad88a962,metro,le15,le20,dong,96,11,24,37,22,2,15.0,서울특별시,서대문구,남가좌동,,남가좌동
apartment,50b177afd44a22fa23451d78f4d9420836a4e7b2bbfe2c7b487d9737453b0305,metro_city,le15,le20,dong,79,10,17,29,20,3,15.0,대전광역시,서구,월평동,,월평동
apartment,50b52befa14321d6ffdb7cbb4bda5803b6ab8c799d435df3dfa3e12fabd7fb85,other_urban,m16_25,le20,dong,387,15,106,148,104,14,17.0,전북특별자치도,전주시,완산구,효자동1가,효자동1가
apartment,50ec5d1681f292fbc2418b440889de0c277d0f900117cae8cec71571f9e9183d,nonurban,le15,le20,eup,112,6,22,44,33,7,15.0,강원특별자치도,영월군,영월읍,,영월읍
apartment,511190ec3ce8e71cf9e3bfd5a04bc13db8cb99990cbba2739b288f1d01422b4d,metro_city,le15,le20,dong,132,10,21,58,35,8,15.0,대전광역시,유성구,송강동,,송강동
apartment,511636fa6179e227c9db08a065bbe5b54999b4c0a4e276f94ecbd449e15a35a2,metro,ge26,m21_30,dong,154,7,59,67,19,2,26.0,경기도,부천시,원미구,중동,중동
apartment,511c87447db2a1d0a1fab1e591975e3f3c3dd6630455b269d7265cec6903df0b,other_urban,le15,le20,dong,192,39,0,81,31,41,5.0,경상남도,창원시,성산구,상남동,상남동
apartment,51223e300189b161c8cd968072867e85f1db59a2ceeebe6ceeaa4668ae60f166,metro,m16_25,m21_30,dong,171,5,49,77,39,1,25.0,경기도,화성시,동탄구,장지동,장지동
apartment,51258a0bdf77f8d1a1fe9ecdabc16bada899427d6cc0d8b34b80e07f2ef54943,other_urban,m16_25,le20,dong,153,15,34,48,45,11,17.0,전남광주통합특별시,북구,양산동,,양산동
apartment,512fdd21da5cf42c5d868fb261dc10f9432ab5efb0b7ae99944ebedbe00372a0,metro_city,le15,le20,dong,51,6,12,19,13,1,15.0,대구광역시,동구,각산동,,각산동
apartment,5131fc39975786bab038b44d9c5e251e498018c48b27cac294583d1096f48d11,metro,m16_25,le20,dong,221,7,49,102,56,7,18.0,경기도,구리시,수택동,,수택동
apartment,5150e9ae43c8f5a6334ccd18d72d2693f0281dcd7d65f323e9038a059be27fb3,other_urban,le15,le20,dong,129,17,21,48,32,11,15.0,전남광주통합특별시,순천시,조례동,,조례동
apartment,5151fb0de5c20389fdd1ea9b95f36452a37c040a616500cdc9f2a4319d8ffe9a,sejong,ge26,m21_30,dong,211,5,101,84,18,3,29.0,세종특별자치시,,새롬동,,새롬동
apartment,515665574514a1f2706d90f21fbf62dfd57df337c2fc3b16cf35782931894bf0,metro,le15,le20,dong,72,7,17,28,16,4,15.0,경기도,수원시,영통구,영통동,영통동
apartment,5156c26b6332a02f8f3c0c011b0ee85a4bf0de9171a23bda480361f6a7ab8e5e,other_urban,m16_25,le20,dong,247,14,51,103,67,12,19.0,전남광주통합특별시,서구,풍암동,,풍암동
apartment,515d7b2f2122f3a0683b2a0b3dbe7adbd980dc82ba3b788cd449e1f7f0c458bf,other_urban,m16_25,m21_30,dong,199,7,58,72,54,8,25.0,충청북도,청주시,상당구,용암동,용암동
apartment,5160834ad8ed1b239dd7dc50d1a486ca0dad316484472815f0df0c7d435bd765,metro,m16_25,le20,dong,52,5,9,23,13,2,20.0,경기도,김포시,북변동,,북변동
apartment,5163ede76a283961b62ca78fa4e292cb48cb8ded0a781aae0a607b3e3f8003f3,metro,ge26,m21_30,dong,439,18,117,188,114,2,28.0,서울특별시,노원구,월계동,,월계동
apartment,516487cdbbcc6800f4daa92fe76fe670bde37fc37f1cf837916041ea5dfa2349,nonurban,m16_25,le20,eup,141,8,42,46,44,1,18.0,경상북도,포항시,남구,오천읍,오천읍
apartment,5170076629b9294bc6e615264f98062551bf79466ab07cdd183a102dc62ca485,metro_city,m16_25,m21_30,dong,149,8,37,80,23,1,23.0,대전광역시,서구,관저동,,관저동
apartment,517796d044a13584abf68d993e55b74ba7e21c504c1b8dd91cba3ecd42e2e985,nonurban,le15,le20,eup,115,14,11,52,26,12,9.0,충청북도,음성군,대소읍,,대소읍
apartment,5182afecb1f44e994397d797f97c2ab5c0d8552854618efea1ce6ddf868eda33,nonurban,le15,le20,eup,121,17,23,51,24,6,10.0,충청북도,음성군,금왕읍,,금왕읍
apartment,51857307f6ec0ecd16059e93bc65e0347e9152a446214acd45a2903ee05ca010,metro_city,m16_25,m21_30,dong,252,13,70,134,32,3,25.0,부산광역시,부산진구,부암동,,부암동
apartment,518b66c8f40968fac6759378219cb33b6443a3c0d50a8ae68421ce7cc406c6b7,nonurban,m16_25,le20,eup,90,7,32,36,14,1,20.0,충청남도,예산군,삽교읍,,삽교읍
apartment,518c972067e54ebd0680fb9e877ff13ba03bdf5ca243cdecd8ab0527afba1aa0,metro_city,m16_25,le20,dong,247,7,51,104,75,10,20.0,부산광역시,강서구,명지동,,명지동
apartment,51a5a41af7711b51ee9ad357069244748b39c2e423a256aff60ae1015359d746,other_urban,le15,le20,dong,139,10,18,55,43,13,12.0,전북특별자치도,전주시,덕진구,호성동2가,호성동2가
apartment,51ca3b980e59a6f182df76bb5f1bf478a8e83bf3e399099cc85d78dae6c6043d,metro_city,le15,le20,dong,69,7,16,21,21,4,14.0,대전광역시,서구,가수원동,,가수원동
apartment,51cf2013caf64ab50514ea0b34fd7e2f0b00673bd1cf387518b7188e975a5d3b,nonurban,le15,le20,myeon,65,5,16,23,19,2,15.0,충청남도,예산군,응봉면,,응봉면
apartment,51d0676c868b1704cd42de4282c4dd3cf027c068414a9f8443574b759624070b,metro,le15,le20,dong,52,6,6,30,9,1,12.0,서울특별시,강남구,압구정동,,압구정동
apartment,51d10127dfd27f964a46bc285092727d34a3f690a287baff0d84f56d74355278,metro,le15,le20,dong,104,8,30,41,23,2,14.0,경기도,동두천시,생연동,,생연동
apartment,51e070bf875ad109ca8a3cb041e0d1e64f3680931fa3c5a6f0c8549c6aa37841,metro,m16_25,le20,dong,107,5,27,47,24,4,18.0,경기도,용인시,처인구,마평동,마평동
apartment,51eb4a41d56a2510c352bb1f5f9f7949b3a75d274a549dbb340efd9bc1ba58dd,metro_city,m16_25,le20,dong,483,20,110,206,123,24,20.0,부산광역시,강서구,명지동,,명지동
apartment,521b0330a6e49e13f53b0458c6e6476e7bc81820da21cd41ffb316e68a860359,metro,ge26,m21_30,dong,304,9,94,138,60,3,28.0,서울특별시,동작구,노량진동,,노량진동
apartment,521c92ef5f3d8e594927130d28caef502ff98b310155fabf5f846c91a58618b7,other_urban,m16_25,le20,dong,84,5,9,40,27,3,16.0,충청남도,아산시,온천동,,온천동
apartment,52253ad8a4cc06f48fa260ef764805454f73753d5f7abeb55dbd64fca76ce637,metro_city,m16_25,le20,dong,57,7,4,25,17,4,19.0,대구광역시,달서구,용산동,,용산동
apartment,52430e9658061cfc98f136786962c6dd6baf83caf5ea7c0981d2e05a75442b19,metro_city,le15,le20,dong,178,16,32,75,44,11,15.0,대구광역시,북구,태전동,,태전동
apartment,524b3507c3d23cc41f206cd3a9bc7b8a4cbdfc8b148bdd88c7c27180a05d3d35,metro,le15,le20,eup,117,8,22,56,26,5,15.0,경기도,광주시,초월읍,,초월읍
apartment,5263a8088938d2fb4454c0c8217159b210157980714088fb81cf1cca0b2706dd,metro,le15,le20,dong,92,6,22,38,23,3,15.0,경기도,고양시,덕양구,성사동,성사동
apartment,5263f0b2e41e9f3f883c7fb17fb9129f6d1dbe639e6ed5df83c40f573347eb29,metro,le15,le20,dong,121,7,26,59,25,4,15.0,서울특별시,노원구,공릉동,,공릉동
apartment,52698879b644c53484f4e8aefdb222d6d7ff40a0258fc3d8b93a922c60a5724c,other_urban,m16_25,m21_30,dong,61,8,21,25,5,2,24.0,경상북도,포항시,남구,효자동,효자동
apartment,526f4e4f11aa834ab171ba4ca6e880ac6e31a1663215cd2aedbae71158e3722b,other_urban,m16_25,le20,dong,188,7,64,84,29,4,20.0,강원특별자치도,원주시,무실동,,무실동
apartment,5273f975b736250066284bae037a77503b9ab14d623f2fa25e2d2a3445aca58f,metro_city,m16_25,le20,dong,173,9,36,80,46,2,20.0,대전광역시,중구,용두동,,용두동
apartment,52781e1f8c1933655a27a31edc1281e14d58231aecc53e17b96c8f243b47741b,metro,le15,le20,dong,53,6,0,25,10,12,6.0,인천광역시,남동구,만수동,,만수동
apartment,5282e8ae69b03021efdac445c5c94624bf88799ab6482739c247fb5c9c459e9c,metro,le15,le20,dong,69,6,12,32,16,3,15.0,서울특별시,강서구,염창동,,염창동
apartment,528af35f9cdacffd1de7cc705b0e20f0ccd1d793ecfb6629599f62600dfb2203,metro,m16_25,m21_30,dong,110,5,17,61,26,1,23.0,서울특별시,용산구,이촌동,,이촌동
apartment,528b51894a023837453d276b794fc11902963d8107f6de292629d259ccbea8c6,metro,m16_25,m21_30,dong,271,8,67,100,87,9,25.0,경기도,시흥시,장현동,,장현동
apartment,5294aebb2aedead07c6cc4b01f9a02f65d11da2c7b49c2c1ccf13d877e478398,metro,m16_25,m21_30,dong,71,5,18,39,7,2,23.0,경기도,의왕시,오전동,,오전동
apartment,52a1ad85d57ce9589395872f243958c78d813bfd859792eb8bfe880c9ffbd85b,metro_city,m16_25,le20,dong,121,10,25,57,27,2,20.0,대전광역시,유성구,지족동,,지족동
apartment,52ab3d2c3735327499abe9e2879264c4d4f7aa8f7e4210e262862a8f1df68b24,metro,m16_25,m21_30,dong,87,6,21,36,23,1,25.0,경기도,포천시,신읍동,,신읍동
apartment,52b239f678cd9c3c55357e793f864517de9939ff22c5e2fa49513f0be041ae44,metro_city,m16_25,m21_30,dong,371,18,93,181,76,3,25.0,대전광역시,서구,관저동,,관저동
apartment,52c460766b3096066066ea4d2c718c024753676e52a1244c161e906e4c1723f6,metro,le15,le20,dong,98,23,0,35,16,24,5.0,경기도,오산시,가수동,,가수동
apartment,52c608c6a6acd2917bcf75e12fd47aa16ba0627b24ce4fa95959edc270f0add9,metro,le15,le20,myeon,139,19,32,44,41,3,14.0,경기도,안성시,미양면,,미양면
apartment,52d9969bb6393423fa251a365c3129f0f701d3ef879ef79ffac9a7789e43d45e,metro,le15,le20,dong,226,18,42,85,63,18,15.0,경기도,화성시,병점구,진안동,진안동
apartment,52dfe29f3599e9328f99d98ae38161c23666a9fad932856497ce390e235f3694,metro,ge26,m21_30,dong,548,22,159,250,105,12,29.0,경기도,파주시,동패동,,동패동
apartment,52fd98e092b672a867ffcefb8a5a65577e224a6e7511fee904742ba02ab68491,metro_city,le15,le20,dong,119,9,26,51,27,6,15.0,대구광역시,달서구,상인동,,상인동
apartment,5309994ad15562febe5988744a51a9b15d4d00804543766a5698267a24b23d4e,metro,le15,le20,dong,140,12,29,50,42,7,15.0,경기도,여주시,월송동,,월송동
apartment,5309d4924eea29b2c72a1c76d6b220d992647c07d364855f895d595418e3c5d9,other_urban,le15,le20,dong,76,14,0,36,14,12,5.0,전북특별자치도,익산시,영등동,,영등동
apartment,53199484b70727c24200fc3313a4f239cd5c10d867b5702abc81e00f7d5959cb,metro,m16_25,m21_30,dong,243,12,78,130,21,2,25.0,경기도,군포시,산본동,,산본동
apartment,531ff4d03d64bc04ae37ee642f8b5daffef8855b47119125d0db8c75a71d4774,metro_city,le15,le20,dong,143,9,26,63,35,10,15.0,대전광역시,동구,판암동,,판암동
apartment,532093c3f725f38ab3e623e12dda12c89b00e375d5b5e2057d345ba0f2559421,metro_city,m16_25,m21_30,dong,68,8,20,20,19,1,21.0,부산광역시,연제구,거제동,,거제동
apartment,53225a796f04e09056de62251702a382661caf9737654d84de7182ab4ddf2936,other_urban,m16_25,le20,dong,265,11,88,115,50,1,20.0,전남광주통합특별시,나주시,빛가람동,,빛가람동
apartment,53337854cf49cc0464abbf365768dd7b0e5d3885261c7585a55b697776cd28bd,metro,le15,le20,dong,81,6,17,30,20,8,15.0,경기도,동두천시,지행동,,지행동
apartment,533d56059f0ce0805bb5927f46d8bc8bb28130ac2dd7b0c575ecbd2efd54404c,metro_city,m16_25,m21_30,dong,174,9,49,64,51,1,25.0,부산광역시,사상구,주례동,,주례동
apartment,5340966f7ef6d76e9f460133ded13bb7be79ef0aac381b903b6e0b906cc5a8a6,metro,m16_25,le20,dong,241,16,52,99,63,11,20.0,인천광역시,미추홀구,학익동,,학익동
apartment,534314f9d161897fa3a4285bfeb66542cf516e7be7936cf657770e3c714783ce,metro,m16_25,le20,dong,122,5,33,46,34,4,18.0,경기도,수원시,권선구,금곡동,금곡동
apartment,5350398565bf38c228be8d5536a506de830f2b54992083e43b53713592e9974f,nonurban,le15,le20,eup,233,18,35,108,55,17,12.0,충청남도,천안시,서북구,성환읍,성환읍
apartment,5371749b5492b73acc41002312217e519bc0a9c367955d7243651a2b48eb7f08,metro,le15,le20,dong,69,6,16,32,13,2,15.0,경기도,고양시,덕양구,행신동,행신동
apartment,53737658106ee0689f50c14de018aa3d76ccb91fc3eeb3b5edcf40316e21f501,metro,le15,le20,eup,62,11,0,31,8,12,6.0,경기도,남양주시,오남읍,,오남읍
apartment,537e7231187fcea4425c99bb82b7ed76f99afccb1a7c1f33ef474ad35ab4f0b7,other_urban,m16_25,le20,dong,88,6,30,43,8,1,20.0,충청남도,계룡시,금암동,,금암동
apartment,538280586149149304614bff638e4cceb10301c1e7ff18e2b838cd3349f081c8,metro_city,le15,le20,dong,107,6,16,51,23,11,15.0,울산광역시,중구,복산동,,복산동
apartment,5388d830b212e2eb535b0cdc5632cbfcfff691b0d78a862098c783f88a5a6fe8,metro_city,m16_25,le20,dong,87,5,26,37,18,1,18.0,대전광역시,유성구,지족동,,지족동
apartment,53921579778c0f3126f36ffe92afcc2f4674380c1eb70b2c5d3910664675f848,metro,m16_25,le20,dong,97,6,25,38,24,4,20.0,인천광역시,검단구,불로동,,불로동
apartment,53993ff984e41797aa1010f9faab7dc299dc8d22ed2a492fa6d484e12837c5e8,metro_city,ge26,m21_30,dong,369,10,91,166,99,3,30.0,대구광역시,달서구,월성동,,월성동
apartment,539cc5a6b3222c113540a4cefcab033e225edfe682ec9ff754ce5a37993db73f,metro,m16_25,m21_30,dong,408,11,84,195,108,10,25.0,경기도,파주시,목동동,,목동동
apartment,53aa3b79d4998dbb832f39a48efaeaaa33db9f4edc1ffc894a3a35869accdb53,other_urban,m16_25,m21_30,dong,244,11,61,94,72,6,25.0,경상북도,영천시,야사동,,야사동
apartment,53d1c991ccf524f3f28bb47a56a7a65f0017fb25c6bcd62ff44d8934cff8ea63,metro,le15,le20,dong,130,15,24,50,33,8,15.0,경기도,파주시,동패동,,동패동
apartment,53d38317508dec4fe8ea92a93cf7ef19026325e5401f2533af395528264ce1f5,metro,le15,le20,dong,167,31,0,60,37,39,5.0,경기도,안산시,단원구,선부동,선부동
apartment,53d9d18e2d65c0192f5cabd3ac0107d17c9c677ce44cd905449bbfc2239be52f,metro,ge26,ge31,dong,112,7,39,43,21,2,34.0,서울특별시,마포구,현석동,,현석동
apartment,53dc96c9fc435842b0e4d188f4e0fd59023e790deda5ddcb866256924d3e4c8f,metro,le15,le20,dong,109,8,20,53,22,6,15.0,서울특별시,성동구,금호동1가,,금호동1가
apartment,53dd023087f8b260e0b53fc709d24ed293071e0206abe6c069f04a205b87bd0f,metro_city,m16_25,le20,dong,156,11,33,60,45,7,17.0,대전광역시,유성구,전민동,,전민동
apartment,53ea61e47902e52a49196a06a8b61c423c3e1d82785f61d8e91812fead95d429,other_urban,m16_25,le20,dong,145,7,35,60,38,5,18.0,경상북도,경산시,사동,,사동
apartment,53f27cc2bc73739d84ec63f614c772d0e2c9a9ec3d10e1d39735e79b8cbad3fd,metro_city,m16_25,m21_30,dong,123,6,33,39,36,9,21.0,부산광역시,사상구,학장동,,학장동
apartment,53f2f4bf51416156946dc20d5d0217afcd484ed0af94a12461779dc47f4f794a,metro_city,m16_25,le20,dong,152,6,46,57,36,7,20.0,부산광역시,북구,화명동,,화명동
apartment,53f982878997c0fa8cbfe4f1ab48d2a9cd87e255a687b5fa3a02e04834409233,other_urban,ge26,m21_30,dong,315,9,93,117,94,2,28.0,충청북도,청주시,서원구,수곡동,수곡동
apartment,53f9c53f094f73a70e27bbe7a4779489e7017f1bc799ee93b4b3a80901bc915c,nonurban,le15,le20,eup,76,7,14,32,16,7,12.0,강원특별자치도,고성군,간성읍,,간성읍
apartment,540d451f0025534d9b91258898de2271e17812447fc7b665b3e428037951b777,metro,le15,le20,dong,74,7,11,24,26,6,15.0,인천광역시,계양구,작전동,,작전동
apartment,540de3fb901805f06c7bcaa1fa0ff3291421550e50704090743b78a510e240dc,nonurban,le15,le20,eup,64,6,12,27,14,5,12.0,전남광주통합특별시,담양군,담양읍,,담양읍
apartment,54105ffa38d3f2b2d2e9056f8daa0f85005086c93c347e7701d23ade4ccaccae,nonurban,ge26,ge31,eup,357,6,85,152,111,3,34.0,경상남도,양산시,물금읍,,물금읍
apartment,541f3d264ed608537eb09415faa235ab0b32b865e4fc2b908b126a3c2258dbcb,metro_city,le15,le20,dong,116,7,23,60,24,2,15.0,울산광역시,동구,화정동,,화정동
apartment,542565f2914f5b4223fcd22e7c212ee33c8c46e09c5401a761459b44af270199,metro,ge26,m21_30,dong,133,5,36,69,22,1,26.0,경기도,부천시,원미구,중동,중동
apartment,54283bbb594b2b617b86c7612093d2dd90d3afe8ab50034a88275e56bce3410b,metro_city,le15,le20,eup,117,13,23,53,25,3,15.0,부산광역시,기장군,기장읍,,기장읍
apartment,543a96246bce77ac54cfb9a76dc6122ec27f5b3a1268ef6cffef5e14298e0900,other_urban,le15,le20,dong,86,7,17,30,27,5,15.0,전남광주통합특별시,여수시,신기동,,신기동
apartment,544195ecc7d5fd29f0a0e6a34cb8f1d588a4cb33162ec60bb3cbff358e672334,metro,m16_25,m21_30,dong,66,5,14,31,13,3,23.0,경기도,의정부시,호원동,,호원동
apartment,5445e405895903b5b195ad4c86ebcc2eb96a134fcccf6dcbfb569fcc7bd8ab1d,metro,ge26,m21_30,dong,363,10,73,174,101,5,29.0,서울특별시,서초구,반포동,,반포동
apartment,544b4560e523c223ed827c4de9ae48a63486246795a818d72be800fa4690a63c,other_urban,m16_25,m21_30,dong,233,7,48,94,75,9,21.0,경상남도,김해시,내덕동,,내덕동
apartment,5456d7506882b0bbbf47da3e78374eafba9aa6d778ac255b944a5235cae87854,metro,m16_25,m21_30,dong,204,12,73,99,19,1,25.0,경기도,성남시,수정구,단대동,단대동
apartment,54663aa502d08adea7c40685ebafa6c40d01893641e733ce8f92b79735d305c6,nonurban,le15,le20,eup,172,16,33,69,39,15,10.0,충청남도,천안시,서북구,성거읍,성거읍
apartment,5471bbdbe655cfd0654cc6c6b8a6f5f7e8e434bc4df52e5888e0826f199a2c68,metro,le15,le20,dong,274,14,56,121,70,13,15.0,서울특별시,노원구,상계동,,상계동
apartment,547e16a4b8c3aa8a643c10af7e2582af36d9677fa2b2bbed62a2ecea8b6049b0,other_urban,m16_25,m21_30,dong,275,7,65,126,70,7,23.0,전북특별자치도,익산시,모현동1가,,모현동1가
apartment,54834ff787cc1fdd0bf4254f1522cf1d6350b1ece8185fd4e5c42190e2b51a40,metro,m16_25,m21_30,dong,447,12,157,227,47,4,25.0,경기도,군포시,산본동,,산본동
apartment,548425873759d0fb4c3410c664db93b3f0a92d88a2df028068014baa99d7c66d,metro,m16_25,m21_30,dong,138,5,40,54,36,3,25.0,인천광역시,남동구,서창동,,서창동
apartment,54906b6057f305a7a8d490d6429a21a9db75fc3bc903d8996af8b60117fa0886,nonurban,le15,le20,myeon,90,9,13,38,26,4,15.0,전남광주통합특별시,여수시,율촌면,,율촌면
apartment,54982c0b2e2cbfe8914c827729c8ce1885fb69218e3e79963a1fc72a0bb27ef1,other_urban,le15,le20,dong,203,17,50,73,49,14,14.0,경상북도,김천시,부곡동,,부곡동
apartment,5499f62bcc7b60f6423435fa03686b3b87d5086071215037511941bd0f901a03,metro,le15,le20,dong,143,19,30,51,26,17,10.0,경기도,평택시,지산동,,지산동
apartment,54ac92406acdc1c823a0832030e7cec7f8eb39b9a9e4af24ca6f818d96906fc5,metro_city,m16_25,le20,dong,91,5,20,37,20,9,17.0,대구광역시,달서구,이곡동,,이곡동
apartment,54afc78686a78b9063c8388d3085e96c8d662fe6a9f895168f504ec9c513760c,metro,m16_25,m21_30,dong,381,18,136,188,36,3,25.0,경기도,의정부시,고산동,,고산동
apartment,54b057836714a89e03ef5e6b156a357bce8664e4698e579845831615eeb83596,other_urban,le15,le20,dong,103,8,25,42,25,3,15.0,충청북도,충주시,연수동,,연수동
apartment,54d2f4b291814656cf63e03829b4a4f578627ffe2dd6fe4446e7509af889077a,metro_city,m16_25,m21_30,dong,247,6,63,86,83,9,25.0,부산광역시,사하구,다대동,,다대동
apartment,54d8c44065a1a8bd1085f037ea07b2c545aeb06545005b951cc9d4470db44a23,nonurban,m16_25,le20,eup,107,9,30,48,19,1,18.0,전남광주통합특별시,무안군,무안읍,,무안읍
apartment,54e8d6b165fefea5c09462c469a0c5b56c532bf0ee644a309c7ed01087b82b8e,other_urban,m16_25,le20,dong,101,7,20,54,18,2,20.0,전남광주통합특별시,동구,계림동,,계림동
apartment,54ebdcae75fbdbc0bd8f72a53ad9c90cd18885da66996e3059b770112710f379,metro_city,m16_25,m21_30,dong,222,9,39,102,65,7,23.0,대구광역시,동구,신암동,,신암동
apartment,54f72bb8348d7ffcb43b0f76239a242c7dcd1e5a77c052e0f98f2dcc38a908fd,metro,ge26,m21_30,dong,282,14,95,120,46,7,29.0,경기도,하남시,망월동,,망월동
apartment,54fddd94f49f91f0c1089232ff3178f4613718535e0e68367356abd879272a70,metro,le15,le20,dong,203,18,43,90,44,8,15.0,경기도,화성시,효행구,기안동,기안동
apartment,54ffad66ad34a5a3958337f31bccc53b0cdcd696e7cd09e90f29bcec9fb292c7,other_urban,m16_25,le20,dong,123,5,23,56,28,11,18.0,전북특별자치도,전주시,덕진구,반월동,반월동
apartment,5509dc4a65e4bd754273a8134114826a6b6a3d05c9116c17a5788b50b4aff093,metro,m16_25,m21_30,dong,167,11,49,80,23,4,24.0,인천광역시,계양구,작전동,,작전동
apartment,5511e43a407cd97c84fdda0705fad5e045d47937d73207d2f427a2f22ae7e51a,sejong,le15,le20,myeon,62,5,0,25,22,10,5.0,세종특별자치시,,장군면,,장군면
apartment,551792cdda028a99a535dffdeb5c9cc81910637ff1075cc9111d463a8cd3f260,metro_city,le15,le20,dong,63,8,7,26,16,6,13.0,대전광역시,서구,내동,,내동
apartment,5529cb87bb42290ee6402d13893827b92c7a758f03fef00947279aa16b1fbcc3,metro,le15,le20,dong,60,6,11,24,18,1,15.0,인천광역시,서해구,검암동,,검암동
apartment,552ad52549271991edf40ff7b1c1b193a0a677471ed374668cc1ccca7f2beb01,sejong,ge26,m21_30,dong,216,5,90,106,14,1,29.0,세종특별자치시,,다정동,,다정동
apartment,552bf5fe7c56b3f2d8d77e8368152d8d064e6fe46a5b4812bdabed9da2b56719,nonurban,le15,le20,eup,97,12,25,39,19,2,15.0,충청북도,음성군,금왕읍,,금왕읍
apartment,553008c9219037d7553896ee80020d3f23c5020edcf7b986875dca329c3d1e34,metro_city,le15,le20,dong,98,9,24,30,29,6,15.0,대구광역시,동구,신암동,,신암동
apartment,5550323abe421742bbc7ad1fba1566e996733ea2d037c61270303f3f9156aba8,metro,le15,le20,dong,174,16,38,59,48,13,14.0,서울특별시,노원구,월계동,,월계동
apartment,555b9c4d5a4b12f5772d17c827bceb167e3de43be6a791271a53f82b33a57118,metro_city,m16_25,m21_30,dong,143,7,36,60,38,2,24.0,울산광역시,동구,전하동,,전하동
