asset_type,building_key,tier,band,band_alt,legal_kind,n,n_1,n_low,n_mid,n_high,n_top,max_floor,addr1,addr2,addr3,addr4,place
apartment,9f0977040db1dedd780b4d07870904e4c3a262c787c77e07c525aaf2f58a4d8f,nonurban,m16_25,m21_30,myeon,110,7,30,49,22,2,25.0,경상남도,양산시,상북면,,상북면
apartment,9f0aafaf0445115f75c29d08fbd5019e153fb2aedbc319aae3bce021025b583d,metro,m16_25,le20,dong,128,9,30,53,32,4,20.0,경기도,수원시,영통구,매탄동,매탄동
apartment,9f0e59467ebec2c441069a30f133d813bccdf219fd3c1e89696bc0b315b482ca,metro,m16_25,m21_30,dong,93,12,47,25,7,2,25.0,경기도,성남시,분당구,분당동,분당동
apartment,9f12c7721e4e87e48ceb3a5a87eb6353e5c70f0759ee0eb86c7a24fafb5b51b9,other_urban,m16_25,le20,dong,76,7,13,31,22,3,18.0,강원특별자치도,춘천시,퇴계동,,퇴계동
apartment,9f17f92f740179f1d296da46faa2b361b4e77b74a6fe936d793366e2d7386544,other_urban,le15,le20,dong,90,7,17,33,29,4,15.0,강원특별자치도,속초시,교동,,교동
apartment,9f29a5243665d337040c1ec7d2a2523ca6591660347d863e4b442d26020a9b12,metro,le15,le20,dong,71,6,10,29,23,3,15.0,경기도,용인시,기흥구,구갈동,구갈동
apartment,9f41efbc68f3e785931e7a4de115870654462b27e4b34b3c229e15cdc8f329f2,metro,m16_25,le20,dong,166,10,34,72,46,4,18.0,경기도,고양시,덕양구,관산동,관산동
apartment,9f49661908114dbaff26efb5a62493c91e2933508ceeb3013779986860a6d56b,nonurban,ge26,m21_30,myeon,470,15,145,196,107,7,30.0,전남광주통합특별시,순천시,해룡면,,해룡면
apartment,9f4f00282496f2b507986f68be45bd4cf01cfd77007f8c735bdc597b7162a87c,metro,ge26,m21_30,dong,158,9,38,55,52,4,27.0,서울특별시,구로구,신도림동,,신도림동
apartment,9f50ad5d87092fcfbe12b6319375bf85a2e5c60c02a564fa71b64ba56542c246,other_urban,le15,le20,dong,234,15,49,92,66,12,15.0,전북특별자치도,전주시,완산구,서신동,서신동
apartment,9f534c8ce9728699b8c23c7c8edc907e8c4ec67fa18ec7346442daf9d6745210,metro,m16_25,le20,dong,96,5,24,39,23,5,20.0,서울특별시,영등포구,대림동,,대림동
apartment,9f5607b520e8de0361968a7ec03285cb748b85e0e40afa0ba50ab11e2b3ee5e5,metro,m16_25,le20,dong,93,5,19,39,24,6,17.0,경기도,고양시,일산서구,탄현동,탄현동
apartment,9f5786a57e88457dec3a5fca6c4a7aa08878eac154ed4bbf06cbfcfa218aec42,other_urban,m16_25,m21_30,dong,72,9,20,26,16,1,23.0,전남광주통합특별시,북구,용봉동,,용봉동
apartment,9f58c6baefa9e3167b5dbf0e4fea30f15c67ff519a8103f7a3fe4a5a5c1064b8,metro,le15,le20,dong,62,13,0,25,12,12,5.0,경기도,고양시,덕양구,관산동,관산동
apartment,9f630f61ee1f842ba6f1dd4f0c1bc56601360aa7785ca450d741adae7621b707,nonurban,m16_25,le20,eup,197,8,55,87,42,5,20.0,충청남도,아산시,배방읍,,배방읍
apartment,9f6b2960c0a92515c25467c6712603e414b18c0815ac6004b21ca8f838c60173,other_urban,le15,le20,dong,60,9,12,19,19,1,14.0,전북특별자치도,군산시,나운동,,나운동
apartment,9f80f61b7a1068c6e94d4d93fcda13385fffe7db233d86821756ece8921f4c33,metro_city,le15,le20,dong,82,8,0,44,13,17,6.0,부산광역시,해운대구,재송동,,재송동
apartment,9f882abeaec3290135583078c6b17b6d7f884ce258d25ac08fb40d917629a73c,other_urban,m16_25,le20,dong,305,17,82,118,76,12,20.0,전북특별자치도,익산시,부송동,,부송동
apartment,9f909f4044835a9df0bdecc095cab5594bfb453ae8abfbaf12b1a41a3eee08ee,metro,le15,le20,eup,164,23,21,47,50,23,7.0,경기도,남양주시,진접읍,,진접읍
apartment,9f91e4a4c1c78395776de09ea876f7e353763fd2b7b36f2ddf5e36f147fe0c5a,metro_city,m16_25,le20,eup,109,7,24,49,24,5,20.0,부산광역시,기장군,기장읍,,기장읍
apartment,9f9db5706c46c55938012534c4db8fedd8f5273a7c32746ba46659f1cc8a5f64,other_urban,m16_25,le20,dong,75,7,17,38,10,3,18.0,전북특별자치도,전주시,완산구,평화동2가,평화동2가
apartment,9fa110c840753eb2b49adc9772f5c5d3f4cbf7510d3586d56d9a0c697a49484f,other_urban,m16_25,m21_30,dong,1325,86,452,577,192,18,25.0,경상남도,창원시,성산구,상남동,상남동
apartment,9fa25f707851e772aff1115e85868d089450c21ef483894537e073bb5f9e2866,nonurban,le15,le20,myeon,128,9,22,41,45,11,15.0,충청남도,계룡시,엄사면,,엄사면
apartment,9fa57988a179e7792267e491b11de5710fc0b774ed6b0517f17c8ccd1598a6f4,metro_city,ge26,m21_30,dong,270,5,77,134,50,4,29.0,대구광역시,수성구,범어동,,범어동
apartment,9fb2b9c2282e61766db11b2555d10e46a4deba2d7a1fc924cc201180e3d57b6b,other_urban,m16_25,m21_30,dong,91,5,32,36,15,3,21.0,전남광주통합특별시,광산구,수완동,,수완동
apartment,9fb3bdb6fd11027526b61791a6b2ab9e792bafd7706568a1aa1ea288f65b2ea3,other_urban,le15,le20,dong,70,5,13,32,19,1,15.0,충청북도,제천시,신월동,,신월동
apartment,9fc88421684ef4fb6520ca5d52e367ce6d6cea174931bc868d502d72f42802cd,metro_city,le15,le20,dong,60,5,13,23,16,3,15.0,대전광역시,서구,둔산동,,둔산동
apartment,9fce00f4070aff35207c5b2157f1dd8d9c5928a51d97b5d79e2771cb42335b40,other_urban,le15,le20,dong,93,24,0,42,22,5,6.0,경상남도,창원시,마산합포구,자산동,자산동
apartment,9fd4d3041918b480c1be27769ae2722848a9068c3c92ed18a6a183529d96c1b1,metro,m16_25,le20,dong,90,11,26,37,14,2,20.0,서울특별시,노원구,공릉동,,공릉동
apartment,9fd9f5e819d8d19a6c0b4874026987573daea98d5f38885081fdeaa7ebb201aa,metro,m16_25,m21_30,dong,213,26,86,83,15,3,24.0,서울특별시,송파구,방이동,,방이동
apartment,9fe7fc6b2c242365e03a0bd4f1fb0bdd7b3f3452b15dfc61bcf24bf5424ee3a1,other_urban,le15,le20,dong,371,31,75,158,88,19,15.0,경상북도,안동시,용상동,,용상동
apartment,9feb923f2c99ba7590e9fa606f646c6a11f2ec64a31ea85b00e7aebe985d458a,nonurban,le15,le20,myeon,64,16,0,22,7,19,5.0,충청남도,천안시,동남구,북면,북면
apartment,9ffd2c89b25e783333afb7d8d2c43e73ba8f0494d7ee43bcdc7b761cc3b3f6fc,other_urban,le15,le20,dong,88,7,19,40,15,7,15.0,경상북도,안동시,옥동,,옥동
apartment,a000c22f3796eb016d334785ed747dff571c8ac12200666c3de1dce53ca02337,metro,le15,le20,dong,56,6,13,22,10,5,10.0,경기도,양주시,옥정동,,옥정동
apartment,a005713f3297fa7b3897c244600ca3bfbffabd637c228cb34469aabec123add2,metro,le15,le20,dong,102,7,13,49,25,8,15.0,인천광역시,부평구,산곡동,,산곡동
apartment,a0118137200cfe1cb5d2cbc595c8073b9bbcc98a84e25bdcede5d576ac4dc5a7,metro,m16_25,le20,dong,149,8,39,61,38,3,20.0,인천광역시,부평구,삼산동,,삼산동
apartment,a017bec74af7d9719d5a7324d4ad4eeeb78fa636172d485a515dded87f5d3c17,metro_city,le15,le20,dong,104,6,17,42,33,6,15.0,울산광역시,남구,야음동,,야음동
apartment,a019d8970c2188b8de0460bae6ebe23911432b9d7b8b9c41b5534ebc239ed540,other_urban,m16_25,le20,dong,122,6,31,60,22,3,20.0,경상남도,김해시,삼문동,,삼문동
apartment,a01d23ab10dd6dce9c8ad646679638c5f726033e24cfa95b7d2d8326ae5c5a37,other_urban,le15,le20,dong,144,10,33,59,30,12,15.0,경상북도,영주시,가흥동,,가흥동
apartment,a02842359e86d00b3f806f49158904ab46b50b188e753d7af03acc42f25b1592,other_urban,m16_25,m21_30,dong,356,11,69,146,122,8,25.0,경상남도,창원시,진해구,남문동,남문동
apartment,a0353e7b06deac95f4d779a4896fd6bf2315a8b4d9309abdb9b90fb3c0c0123f,other_urban,m16_25,le20,dong,90,5,21,42,21,1,18.0,경상남도,김해시,어방동,,어방동
apartment,a049ca3e6f022c814bb83a1be7e12582780d8dcad63340154b3ebb60560f3913,other_urban,m16_25,le20,dong,288,30,87,123,46,2,20.0,전북특별자치도,전주시,완산구,평화동2가,평화동2가
apartment,a066d1831b948affc14fe1e6922243fb4ee0e36aab3182c5f6bd9bbd51f88669,metro,m16_25,m21_30,dong,346,12,87,158,77,12,23.0,서울특별시,관악구,봉천동,,봉천동
apartment,a07789e4c18516724ea4268e377e52da27d536f305c5d4000d8e6a250739a76c,metro,le15,le20,dong,100,7,18,34,34,7,14.0,인천광역시,제물포구,항동7가,,항동7가
apartment,a07c4472ffd164d942ef79f4478c80c525836cc5b19bf8252aa43f9e1084ede9,other_urban,le15,le20,dong,121,10,25,50,33,3,15.0,충청북도,청주시,흥덕구,신봉동,신봉동
apartment,a082defccf0ea83c6225e7c4c5d7953d09cf5b86e90671ddf7ecf17028611cdf,metro,le15,le20,dong,232,33,61,86,33,19,10.0,경기도,시흥시,정왕동,,정왕동
apartment,a088f6e7dee59ff2be3b803fb4e84081400a64e1b848c37303b162c54bc62708,other_urban,m16_25,le20,dong,229,17,60,110,39,3,20.0,전남광주통합특별시,광산구,월곡동,,월곡동
apartment,a08f320345462527e197cbe922c53c1276ba1e0113cd1aa605ca55d2b62686e4,metro_city,m16_25,le20,dong,172,8,42,77,43,2,20.0,부산광역시,강서구,명지동,,명지동
apartment,a09206d2c77c28276965591843df9c5f66147fc9c83578ce2aed5f9838dc4a96,nonurban,le15,le20,myeon,93,18,0,39,20,16,5.0,충청남도,아산시,인주면,,인주면
apartment,a096ae95272b98dcff28f01c6f439d686760dd1c7b953d2bfc89d4f8004a5d4c,other_urban,le15,le20,dong,149,14,25,63,40,7,15.0,충청북도,청주시,서원구,성화동,성화동
apartment,a09c089fe9823c345b5948a503577e3479c50f7aa93d717a9a0390195bd3ef5a,other_urban,le15,le20,dong,164,11,36,66,46,5,15.0,경상남도,김해시,내동,,내동
apartment,a0a5b2a7264cbe5b92e6ee05758bee8dc63bdb7361cb84e90b19811f7e5e12f8,metro_city,le15,le20,dong,69,7,10,27,18,7,12.0,대구광역시,북구,서변동,,서변동
apartment,a0aeae11104857da8c204713c8fc1fa99155632a404751220e33fb5d50a01152,other_urban,le15,le20,dong,60,8,8,19,21,4,15.0,충청북도,청주시,흥덕구,복대동,복대동
apartment,a0b5612c480fdbf5c8222c6511444ab9a809c58fa44ac2074819ef38e3f091e4,metro,m16_25,le20,dong,81,6,17,36,21,1,18.0,인천광역시,남동구,서창동,,서창동
apartment,a0baa62ca623acb3fa1e999930fa3c6d3af1b34a1990bb92855393421447ba7e,other_urban,le15,le20,dong,54,7,13,20,9,5,15.0,전북특별자치도,전주시,덕진구,인후동1가,인후동1가
apartment,a0be057f57b3ef2511ea5da2e5522eb04d96a339667344f026a08558741384e6,other_urban,m16_25,le20,dong,159,7,43,67,40,2,20.0,전남광주통합특별시,북구,신용동,,신용동
apartment,a0d509cd774427986180741b181bdd301a1d60643f993b08b2effe0f703065a0,other_urban,le15,le20,dong,61,11,0,21,11,18,5.0,경상북도,경산시,사동,,사동
apartment,a0e475bd200639b7a64d3af594b9fa2df25834fb510dc3009a055e1592951cd9,metro,m16_25,m21_30,dong,297,17,121,151,6,2,25.0,서울특별시,노원구,상계동,,상계동
apartment,a0e9f3186b0a557d4ed981cf428c3a2077eb9b449ccb3dfaa273c268875ef494,metro,m16_25,m21_30,dong,104,10,31,45,17,1,24.0,경기도,파주시,동패동,,동패동
apartment,a1059ad98e654ad3fb132d5309ed9f43fa0f0622729602b22a9fff167204dda2,other_urban,le15,le20,dong,84,7,16,32,24,5,15.0,전남광주통합특별시,북구,동림동,,동림동
apartment,a106d96ea1c6fe61942734d0d4afaebde077b943604144241f269ff88e7536c1,other_urban,le15,le20,dong,71,7,15,31,14,4,15.0,전북특별자치도,전주시,덕진구,인후동1가,인후동1가
apartment,a10b826e6c0e5613a0609645c4df36987495614df7d24596028a2895194159c5,metro,le15,le20,dong,399,31,102,168,79,19,15.0,서울특별시,노원구,중계동,,중계동
apartment,a10d1642dd63749d5b6ad9fd904cbeb1b2ed99730c29f4214abc0a3f2dede05b,metro,le15,le20,dong,66,7,18,29,9,3,10.0,경기도,시흥시,정왕동,,정왕동
apartment,a118b692f91022feeb675a85b06e2c06683704e143b82669670d481dc4f13bca,nonurban,m16_25,le20,eup,176,9,55,79,29,4,20.0,충청남도,홍성군,홍북읍,,홍북읍
apartment,a1236a1ad869965d914edc174e1c64d0a95f1014b60515971a290dcfd261c7d7,metro_city,m16_25,le20,dong,92,10,26,28,27,1,17.0,대구광역시,달서구,상인동,,상인동
apartment,a128dab3d4c774922d7d96c0f67bfd4ba570c445798d7c0455f31e04a928be60,other_urban,le15,le20,dong,121,14,17,46,39,5,15.0,경상북도,구미시,인의동,,인의동
apartment,a12e558639a39f08c543d5c5a4ff4cb83a9cf90aae22b2cad125ffc3b2827776,metro,le15,le20,dong,137,7,34,50,40,6,15.0,서울특별시,강남구,개포동,,개포동
apartment,a1332e9b56ee74e3db02a5481ddeb97e13328d0001b93cca94f9b3bfd4f334a6,other_urban,le15,le20,dong,80,9,16,31,22,2,15.0,강원특별자치도,춘천시,퇴계동,,퇴계동
apartment,a14bd5730cc4403f627f51f5e55c6c12e041a9cf7fb7611a07474964f581b72f,other_urban,m16_25,le20,dong,65,7,17,27,13,1,18.0,경상남도,김해시,부곡동,,부곡동
apartment,a164150401f256f98b703d871e6d779f608ff68043794b36ff286d3ce7e4bb5a,metro,ge26,m21_30,dong,282,13,119,105,40,5,26.0,서울특별시,성북구,길음동,,길음동
apartment,a168da87c59b42668274014066d3a1231acf831fe19d53362366521f2384dfa5,other_urban,m16_25,le20,dong,86,5,22,37,20,2,19.0,강원특별자치도,원주시,단구동,,단구동
apartment,a16978cfe0de390e15521ca9f64fa98db172fc321b4b9d3e99829b1df499442b,other_urban,le15,le20,dong,153,28,0,63,35,27,5.0,제주특별자치도,서귀포시,동홍동,,동홍동
apartment,a190db0692b8f11a2f4ed61e11453abe986f055c17af344b5751215adbec8877,other_urban,m16_25,le20,dong,139,5,29,70,33,2,19.0,경상남도,김해시,부곡동,,부곡동
apartment,a1ac1ecde0eeefcf8b8f639f3ecf2d4cc05f6f7772fe95f498ed0e2e13351df2,nonurban,m16_25,le20,myeon,239,9,59,107,53,11,20.0,전북특별자치도,완주군,이서면,,이서면
apartment,a1acd274df0f6575992d346e7b5bd1f2da3939a20ef93d6e078d10d9855a99a5,other_urban,le15,le20,dong,57,5,6,28,13,5,13.0,강원특별자치도,원주시,단구동,,단구동
apartment,a1b2be9b32deac0a050eb170d9f65366144caed45b767180e2fd2d320c7640ec,metro,m16_25,le20,dong,175,9,54,57,50,5,20.0,경기도,용인시,수지구,성복동,성복동
apartment,a1ba0886dd56778b3d27ae2a06a6a2773fdf7e1e7eec86a98226dc929d43b340,other_urban,le15,le20,dong,105,6,25,38,23,13,15.0,강원특별자치도,동해시,동회동,,동회동
apartment,a1bb627aea0233ee98126904431ec5d94a91c8a0ef64ab8f4cf16f2557890933,metro,m16_25,le20,dong,92,5,19,41,22,5,16.0,경기도,광주시,쌍령동,,쌍령동
apartment,a1bbbf2060a55216952ade0fa38cd5c6661a0b675141af001997b2d6f22fe26d,metro_city,m16_25,m21_30,eup,201,14,49,90,44,4,22.0,대구광역시,달성군,유가읍,,유가읍
apartment,a1c0eddd2f569695d5a12e249c906a361079644e4aa4e7a3e093c4d50524ee90,nonurban,le15,le20,eup,58,6,0,26,14,12,5.0,강원특별자치도,정선군,사북읍,,사북읍
apartment,a1d14c7a37bfb602e3f858394712d42c51ee880216a852c07a4946fbb38aac5d,metro,le15,le20,eup,87,8,10,46,14,9,12.0,경기도,평택시,포승읍,,포승읍
apartment,a1d59d9c10dce241a9e65d7899100f2c9948c09beae879db0d78741a00d1e448,metro,ge26,ge31,dong,175,8,49,68,46,4,34.0,인천광역시,영종구,중산동,,중산동
apartment,a1ec81a6f8364766c62726f93a50a82de318c6f7d5ed0ceac7631ec4180bafbf,nonurban,le15,le20,eup,99,6,24,39,24,6,15.0,전남광주통합특별시,광양시,광양읍,,광양읍
apartment,a1eea80bdddfc2c989674a5fee6a9610d9a1056830aa35f7bdd13819593f6820,metro_city,m16_25,m21_30,dong,140,6,43,54,35,2,24.0,대전광역시,서구,관저동,,관저동
apartment,a21b14bcfc092528e5e225ebcf990a012810c16bf46e7605d8c565a7d0ef2167,metro,m16_25,m21_30,dong,164,13,42,61,42,6,21.0,서울특별시,광진구,광장동,,광장동
apartment,a21eb600c3090ac77c90d35bfd1e9d0d82db5baff3bc46d1c799ae4526ec1f6b,other_urban,le15,le20,dong,95,7,19,34,31,4,15.0,전북특별자치도,익산시,부송동,,부송동
apartment,a2211e177906fb58c231b868ea7e4a778d1f3ae794365135ffb407cb96fed8ae,other_urban,le15,le20,dong,65,12,12,30,9,2,15.0,경상남도,거제시,장평동,,장평동
apartment,a22315abb606afa3716260e2d6b55bc32bd9ace4bb785f69136d5eb8bebdabc7,metro,m16_25,le20,dong,137,10,27,57,42,1,16.0,경기도,성남시,분당구,야탑동,야탑동
apartment,a22af89abc572bfdaf81d77f5b0ebbb1b388af21721ffded3630a9f8099a03b0,other_urban,le15,le20,dong,90,18,0,32,22,18,5.0,전북특별자치도,전주시,완산구,삼천동1가,삼천동1가
apartment,a23fcc5530fe22e3fb495d9eb1b45c0097f3d2f7813b6a200d6d667908d7c478,other_urban,le15,le20,dong,237,10,55,95,61,16,15.0,전북특별자치도,익산시,영등동,,영등동
apartment,a270bd77fabc0b407bd6bc89a7f01377069b5d7e1fd2625fe1aac447212c9a56,metro_city,m16_25,m21_30,dong,267,5,59,116,77,10,25.0,부산광역시,강서구,지사동,,지사동
apartment,a27ac9ce34d8c311bdb99bfb4e3f69275d68db96714938fd622bcff40595f365,metro,le15,le20,eup,175,10,37,72,51,5,15.0,경기도,평택시,팽성읍,,팽성읍
apartment,a27b94038d5361b8361a0fccea7aca359a2fdf8f60898284bb8a6f5beeec7855,metro,le15,le20,eup,238,23,49,101,50,15,15.0,경기도,안성시,공도읍,,공도읍
apartment,a27f06243305b51da2e6434d223f4993aeb80e0461c61c8fae5f719a9559af22,metro,m16_25,le20,eup,955,39,256,406,223,31,20.0,경기도,안성시,공도읍,,공도읍
apartment,a2882eab81b1a9359725ade47e97716317744e03c09e0a144e083a5468cf69e3,metro,le15,le20,dong,217,17,31,92,61,16,15.0,경기도,평택시,세교동,,세교동
apartment,a28c188cb7985d784a65878893c4b94e5d96760795526078cbded35f3dd6eefd,metro,m16_25,le20,dong,293,11,74,147,56,5,20.0,경기도,용인시,기흥구,상갈동,상갈동
apartment,a297b79438fbada6340ac41626d6501e7c18ad1377c9267bc46fa36b53f5b811,metro,le15,le20,dong,135,7,27,54,39,8,15.0,경기도,화성시,병점구,반월동,반월동
apartment,a29e80d56baf5078ae8ab8fe3ae1a660badf799c48f19c8525fbde0cf8b9cfe1,metro,le15,le20,dong,66,12,0,35,10,9,6.0,인천광역시,서해구,석남동,,석남동
apartment,a2a6601c5f9dbb4b50f68251c5e828fb1db6f0bd567a3694d18567f0c50160de,other_urban,le15,le20,dong,61,8,11,21,15,6,15.0,강원특별자치도,원주시,단계동,,단계동
apartment,a2a8d4fe68c0677bd56fb3997f424037bb9e414033806b9d1cc86bfdc8cf9d5a,other_urban,m16_25,le20,dong,128,10,38,52,24,4,20.0,전남광주통합특별시,북구,일곡동,,일곡동
apartment,a2abe5399003130ebdd48b96303ab179893743ebf4e159d8cfc92b4e55d51dcf,nonurban,le15,le20,myeon,241,17,48,95,69,12,15.0,충청남도,서산시,음암면,,음암면
apartment,a2bc1e398cbbb16335bcd0b3e6779946ea7fd4b3db6bf35b7ef314826cca2d24,other_urban,m16_25,le20,dong,105,7,19,33,39,7,20.0,전북특별자치도,군산시,나운동,,나운동
apartment,a2dc20ca324e1f85acaa09feb02835631d8e4fd66a31afdc662d2a3ff1b1d023,metro,le15,le20,dong,74,9,17,29,13,6,15.0,경기도,김포시,감정동,,감정동
apartment,a2ebdf81739c395ce5066a6ae6608408140980919bf103d0a08520998c380b1a,metro,m16_25,le20,dong,123,10,30,55,24,4,20.0,경기도,용인시,수지구,성복동,성복동
apartment,a2ec039ef48aaf5b2eb1656334d82f39fdfbd38aa2ea6ee90aa14f5fe3db95fb,other_urban,le15,le20,dong,94,8,16,48,20,2,12.0,경상남도,김해시,구산동,,구산동
apartment,a2ecf2c1d6cf632fb00ed43e5052362c4d9bb24e7f422975f4a70e93e5e2fc01,metro,le15,le20,dong,51,6,9,19,14,3,15.0,경기도,평택시,비전동,,비전동
apartment,a2f8bca70fd957161710b7e415da3233dea03e5a676565cf3decbf9562fdd356,other_urban,m16_25,m21_30,dong,93,6,23,35,27,2,21.0,경상북도,포항시,북구,용흥동,용흥동
apartment,a30c172b1a6872395e8b55d039034cdc9b5defc1453247c23223d228effda704,metro_city,m16_25,le20,dong,164,8,34,65,50,7,20.0,대구광역시,달서구,도원동,,도원동
apartment,a31f53eae34d49d386ad83feeb74d4bfb5e701c9deb1d84fc45e2399a2ffa276,metro,m16_25,m21_30,dong,188,7,49,94,35,3,25.0,경기도,하남시,감이동,,감이동
apartment,a320f987b73a648a33ac78a8602d33b4fcc8a86cf55c2ed9b8dd6b3bfa3d3d6a,nonurban,m16_25,le20,eup,132,6,38,63,24,1,20.0,경상북도,포항시,남구,오천읍,오천읍
apartment,a3296f588aa40df5e2190a15e5647415419d6464ac39c104405cf42a87c26009,metro,le15,le20,dong,66,14,0,39,11,2,6.0,인천광역시,검단구,마전동,,마전동
apartment,a32973d8add6b8e4566e90faea1302922c404f6254659e0d6013b276a51f0e2f,metro,m16_25,m21_30,dong,162,10,48,79,23,2,25.0,인천광역시,부평구,부개동,,부개동
apartment,a32dcff59134702bff37c0296b61e4a62189d19b347bbec146cc8bf87c13e150,metro,ge26,m21_30,dong,375,11,122,202,36,4,29.0,경기도,시흥시,대야동,,대야동
apartment,a335b7a164345197566dc0eba9e7e8875813de1d8d8f8aaf5a05176ef0259600,metro,m16_25,m21_30,dong,173,7,31,98,34,3,25.0,경기도,오산시,궐동,,궐동
apartment,a343d67e1d8c8588646ed235f4d931f7d456eaadf8d6164161a2d8603d393169,sejong,ge26,m21_30,dong,389,10,139,193,44,3,29.0,세종특별자치시,,다정동,,다정동
apartment,a34706677f4ff548209ca24c8db8625377378712722a515620b14ff1d13134df,metro_city,m16_25,m21_30,dong,304,12,65,148,78,1,22.0,대구광역시,동구,신암동,,신암동
apartment,a349b0ea47a03d64e07a85e5222e9f935f7731d2b34ef6e5ea8c132fc6ec184f,other_urban,le15,le20,dong,115,9,20,49,31,6,15.0,충청북도,청주시,흥덕구,가경동,가경동
apartment,a34dd1a021c6ff85e062eb1acec4390e50d6cde6ab0c21dc8a4d28a087b83811,metro_city,le15,le20,eup,111,5,21,50,27,8,15.0,부산광역시,기장군,정관읍,,정관읍
apartment,a35867bc96b81cc61218397d8d1eb66f6a51b41dad8e4991aa8c6d30467d520d,metro,m16_25,m21_30,eup,112,6,26,46,33,1,22.0,경기도,평택시,안중읍,,안중읍
apartment,a36cbcfd52ee1527de55f6052036699e67fff08575dd07a95911c51c7b9372e4,other_urban,le15,le20,dong,245,20,48,112,48,17,15.0,경상북도,구미시,봉곡동,,봉곡동
apartment,a36cc41a0d064d31f9c34ff2e49102220f36cde1aa18ded67e91f1f8e775aaea,metro,m16_25,m21_30,dong,61,5,19,26,10,1,24.0,서울특별시,영등포구,신길동,,신길동
apartment,a376f2e80d0d92ad548953fb37d3b6badd640475fd31a41415cf2590032128f1,other_urban,le15,le20,dong,62,5,12,23,18,4,15.0,경상북도,포항시,북구,득량동,득량동
apartment,a37b745d9fabe45ced8d4dc0f1ef0febaf31d14a711ddfe969542e0198831fac,metro,le15,le20,dong,92,6,12,47,21,6,12.0,경기도,고양시,일산동구,중산동,중산동
apartment,a37d11ff64d6b199860b8daffd9df58635d65facf92dceb543a8325a09e08de3,nonurban,le15,le20,eup,254,18,46,97,79,14,15.0,경상북도,경주시,외동읍,,외동읍
apartment,a382c09b0743f5f66d6e71e0c82c7f2238a0d5375a8583f97f9f64f2271af18a,metro_city,m16_25,m21_30,dong,209,7,69,90,39,4,24.0,부산광역시,북구,화명동,,화명동
apartment,a38a7fda1c1a49d8709f3c3c04a19fb35edc330315ffc1c69b9c154d04058c45,metro,m16_25,m21_30,dong,191,8,41,83,53,6,25.0,경기도,부천시,소사구,범박동,범박동
apartment,a3a9b698b795b9c9e3aacb8e94144ee597ac9c2ee0e1ee3f0a7bef082a60ddf4,metro,m16_25,m21_30,dong,131,6,36,59,29,1,25.0,경기도,의정부시,신곡동,,신곡동
apartment,a3b425cccc2005398e24d3525a8651fdaf876ff4a791fab88937eeb8a3f4950c,metro,m16_25,m21_30,dong,117,8,26,52,27,4,23.0,서울특별시,강북구,미아동,,미아동
apartment,a3bbd7d9041b5837b1d52fba7d3bb6ab2ca46f7b3938e81dd23b13bdab020459,other_urban,m16_25,le20,dong,415,17,108,170,102,18,20.0,전남광주통합특별시,북구,신용동,,신용동
apartment,a3ce771e6b60a129cc0ed3b52a278b9d4718724375adc337ed12efea03416913,metro,le15,le20,dong,176,20,21,78,39,18,13.0,경기도,수원시,권선구,권선동,권선동
apartment,a3e1eb4fe749c961369c2784cea9077141575a0e38df7280fbf9e5934b4ddee3,nonurban,le15,le20,eup,89,14,19,28,15,13,8.0,충청남도,천안시,서북구,성거읍,성거읍
apartment,a3e3d2863ef2e33339057f3f70ffb289f5f602e71aa569fb0ba6fb02188e9ed8,other_urban,le15,le20,dong,173,20,37,58,49,9,15.0,전북특별자치도,전주시,덕진구,인후동1가,인후동1가
apartment,a3faa5a41f1cbc4e7280348b17f8d9d227aa3d0c30a51d9e05033bf3ecae52ab,metro_city,ge26,m21_30,dong,111,6,32,53,18,2,26.0,부산광역시,남구,문현동,,문현동
apartment,a3fcdeb3ea5217e15a6894699f005029933b9d25dba5ca467409d09c115dfefb,other_urban,ge26,m21_30,dong,282,14,62,147,52,7,29.0,강원특별자치도,원주시,단계동,,단계동
apartment,a40bc37a6f1e700c44caf4de02df9b7d34e02e79f543d3ffb6db60ff5df55d09,nonurban,m16_25,m21_30,eup,239,8,85,96,43,7,25.0,경상북도,예천군,호명읍,,호명읍
apartment,a41a4112341d0ab7c9430985aaaa31dc8db7cf06c28037c35d2b6d8755291410,other_urban,m16_25,m21_30,dong,118,5,30,46,35,2,25.0,충청북도,청주시,서원구,사직동,사직동
apartment,a41b5392d8e34b25d2acfb1579d9a54ace42b307297039a76a7fa3a74e5dfc37,other_urban,m16_25,m21_30,dong,119,7,37,50,24,1,21.0,전남광주통합특별시,광산구,수완동,,수완동
apartment,a42f9c0eef4e7ed91feb56ea8827647f0ce3ee7dc110b89e3f58f3b523f8339f,other_urban,le15,le20,dong,82,5,10,37,22,8,15.0,경상북도,경산시,옥산동,,옥산동
apartment,a433802070cebc2584275f8645a99ff552863392c87e58d9d20aa1dbd2d6553b,other_urban,le15,le20,dong,84,10,14,27,31,2,14.0,전남광주통합특별시,서구,화정동,,화정동
apartment,a44d6b02ee89366012000ebb9bae89bd9d17c6b8f8be2d807c4973a949ee0e16,nonurban,ge26,m21_30,eup,257,5,93,113,44,2,30.0,경상남도,김해시,진영읍,,진영읍
apartment,a4509ec59505276ec6bc33dc27b993ce2d1e52a806cf251101fcf17b1fdf3231,nonurban,m16_25,le20,myeon,269,9,65,115,69,11,20.0,전북특별자치도,완주군,이서면,,이서면
