sido_name,sigungu_name,sigungu_code,land_category,region_type,direction_large,delta_median_large,direction_tiny,n,p90_p50,population,urban_share,median_unit_price,direction_within,delta_median_within,ci_lo_within,ci_hi_within,within_vs_cell,n_dongs_both,within_reason
충청남도,공주시,44150,전,urban_rural,lower,-0.3226,higher,3788,3.1807,99979,0.9377,6.2,lower,-0.3226,-0.3871,-0.2258,same,131,
충청남도,보령시,44180,전,urban_rural,lower,-0.2683,higher,2603,3.0714,92117,0.849,4.2,lower,-0.3182,-0.3556,-0.1999,same,79,
충청남도,아산시,44200,대,urban_rural,lower,-0.2137,neutral,2338,2.7821,359378,0.9833,32.0,lower,-0.321,-0.4764,-0.1735,same,85,
충청남도,아산시,44200,전,urban_rural,lower,-0.1987,higher,4901,3.6941,359378,0.9004,15.1,lower,-0.1879,-0.2733,-0.1055,same,127,
충청남도,서산시,44210,답,urban_rural,neutral,0.0,higher,6537,3.0068,172438,0.4155,2.5,neutral,0.0,0.0,0.0,same,61,
충청남도,서산시,44210,대,urban_rural,lower,-0.4404,higher,1339,2.5812,172438,0.9141,10.5,lower,-0.4478,-0.5397,-0.3077,same,56,
충청남도,서산시,44210,전,urban_rural,lower,-0.3607,higher,4578,3.6481,172438,0.8517,6.0,lower,-0.3607,-0.3934,-0.2999,same,116,
충청남도,논산시,44230,대,urban_rural,neutral,-0.0671,higher,1865,2.6089,106777,0.9759,8.9,neutral,-0.0494,-0.2074,0.1299,same,100,
충청남도,논산시,44230,전,urban_rural,lower,-0.1889,higher,3728,3.245,106777,0.8463,4.4,lower,-0.1889,-0.2447,-0.093,same,106,
충청남도,당진시,44270,대,urban_rural,neutral,-0.1608,neutral,1595,2.5707,172564,0.968,14.8,lower,-0.3325,-0.4755,-0.0624,opposite,70,
충청남도,당진시,44270,전,urban_rural,lower,-0.2208,higher,4196,3.6968,172564,0.9507,7.6,lower,-0.2105,-0.2785,-0.1757,same,118,
충청남도,금산군,44710,대,gun,neutral,0.019,neutral,796,2.2031,48898,0.9799,10.7,neutral,-0.0876,-0.2803,0.0517,same,49,
충청남도,부여군,44760,대,gun,lower,-0.2128,higher,1295,2.616,58377,0.9876,4.7,lower,-0.2551,-0.3818,-0.0936,same,74,
충청남도,부여군,44760,전,gun,neutral,-0.16,higher,2482,3.083,58377,0.9069,2.6,lower,-0.2222,-0.25,-0.037,opposite,98,
충청남도,서천군,44770,대,gun,lower,-0.1765,higher,1218,2.4726,47224,0.9688,5.2,neutral,-0.2222,-0.3456,0.02,to_neutral,70,
충청남도,청양군,44790,대,gun,neutral,-0.044,higher,536,2.1921,29986,0.9646,4.8,neutral,-0.3193,-0.507,0.01,same,36,
충청남도,홍성군,44800,대,gun,lower,-0.3552,neutral,1025,2.8258,100556,0.958,8.1,lower,-0.6667,-0.8141,-0.5132,same,55,
충청남도,홍성군,44800,전,gun,lower,-0.1892,higher,3309,3.0802,100556,0.9084,3.6,lower,-0.1667,-0.2432,-0.0588,same,113,
충청남도,예산군,44810,대,gun,neutral,-0.2105,higher,1338,2.8346,78815,0.9529,9.85,neutral,-0.135,-0.3604,0.1304,same,66,
충청남도,예산군,44810,전,gun,lower,-0.1136,higher,3729,3.452,78815,0.8501,4.5,lower,-0.093,-0.1778,-0.0488,same,122,
충청남도,태안군,44825,대,gun,lower,-0.4297,neutral,1047,2.3577,59474,0.957,12.2,lower,-0.3318,-0.5225,-0.0296,same,38,
충청남도,태안군,44825,전,gun,lower,-0.2623,higher,3701,3.4035,59474,0.8838,6.0,lower,-0.2623,-0.3607,-0.2295,same,58,
경상북도,포항시 남구,47111,대,urban_rural,higher,0.3733,higher,1143,2.8283,215205,0.9974,57.0,higher,0.4615,0.099,0.681,same,42,
경상북도,포항시 남구,47111,전,urban_rural,lower,-0.5515,higher,1055,4.2031,215205,0.9791,13.6,lower,-0.5308,-0.6241,-0.3058,same,51,
경상북도,포항시 북구,47113,대,urban_rural,lower,-0.536,higher,1652,2.5561,273501,0.9921,50.0,lower,-0.5698,-0.7077,-0.1934,same,62,
경상북도,포항시 북구,47113,전,urban_rural,lower,-0.4737,higher,1987,3.3901,273501,0.9114,4.9,lower,-0.3023,-0.3913,-0.1389,same,61,
경상북도,경주시,47130,대,urban_rural,neutral,-0.0661,higher,2061,2.5956,244055,0.9845,25.4,neutral,-0.051,-0.2532,0.1401,same,98,
경상북도,경주시,47130,전,urban_rural,lower,-0.4659,higher,4091,3.6595,244055,0.9037,8.3,lower,-0.3816,-0.4321,-0.2749,same,120,
경상북도,안동시,47170,대,urban_rural,neutral,-0.094,higher,1458,2.7147,152610,0.9897,9.35,neutral,-0.0857,-0.4247,0.3788,same,72,
경상북도,영주시,47210,전,urban_rural,neutral,0.0,higher,3115,3.2507,97162,0.9165,2.7,neutral,0.04,-0.0769,0.125,same,77,
경상북도,영천시,47230,전,urban_rural,lower,-0.1818,higher,2706,3.1204,95185,0.8293,4.5,lower,-0.1818,-0.2727,-0.0682,same,114,
경상북도,문경시,47280,대,urban_rural,lower,-0.2824,higher,1063,2.687,65348,0.9887,8.9,lower,-0.4038,-0.4959,-0.1739,same,46,
경상북도,문경시,47280,전,urban_rural,neutral,0.08,higher,2062,3.1829,65348,0.8526,2.8,neutral,0.0385,-0.0741,0.2,same,71,
경상북도,경산시,47290,대,urban_rural,neutral,-0.0479,neutral,712,3.0855,263851,0.9902,52.9,neutral,-0.2304,-0.5748,0.2055,same,39,
경상북도,경산시,47290,전,urban_rural,neutral,0.018,higher,1229,3.5838,263851,0.8714,12.1,neutral,-0.0462,-0.1818,0.1539,same,55,
경상북도,의성군,47730,대,gun,lower,-0.2174,neutral,1136,2.2157,47902,0.9771,4.6,lower,-0.2826,-0.4316,-0.1395,same,67,
경상북도,청송군,47750,대,gun,neutral,-0.0444,higher,639,2.1209,23363,0.9859,4.9,neutral,-0.0745,-0.4139,0.1917,same,36,
경상북도,영양군,47760,대,gun,lower,-0.3833,neutral,372,2.0904,15941,0.9812,3.0,neutral,-0.2549,-0.3929,0.0455,to_neutral,27,
경상북도,영양군,47760,전,gun,neutral,0.0,neutral,1963,3.6564,15941,0.8604,1.5,neutral,0.0,-0.1333,0.0714,same,57,
경상북도,영덕군,47770,대,gun,lower,-0.7165,neutral,837,2.4177,32698,0.9952,11.1,lower,-0.6772,-0.7719,-0.3675,same,41,
경상북도,영덕군,47770,전,gun,lower,-0.3,higher,1523,3.4889,32698,0.8766,3.0,neutral,-0.1923,-0.3336,0.0,to_neutral,58,
경상북도,청도군,47820,대,gun,neutral,0.0,higher,801,2.7582,40117,0.9538,13.2,neutral,-0.1429,-0.2185,0.0373,same,46,
경상북도,고령군,47830,대,gun,neutral,0.1195,higher,494,2.7491,29667,0.9636,12.1,neutral,0.2273,-0.1597,1.0732,same,29,
경상북도,고령군,47830,전,gun,neutral,0.0833,higher,884,3.0977,29667,0.871,6.2,neutral,0.0833,-0.0909,0.3725,same,38,
경상북도,성주군,47840,대,gun,neutral,-0.0926,higher,895,2.2162,40720,0.981,10.9,neutral,-0.0968,-0.2301,0.1276,same,54,
경상북도,성주군,47840,전,gun,neutral,-0.0426,higher,1746,3.2283,40720,0.9261,4.7,neutral,-0.0816,-0.2264,0.0217,same,66,
경상북도,칠곡군,47850,대,gun,neutral,0.0747,neutral,699,2.6577,104826,0.9971,35.0,neutral,-0.1349,-0.3424,0.2723,same,33,
경상북도,칠곡군,47850,전,gun,lower,-0.2007,neutral,1216,3.505,104826,0.9474,13.2,lower,-0.23,-0.3432,-0.0661,same,45,
경상북도,예천군,47900,대,gun,lower,-0.2895,higher,816,2.4318,53887,0.9816,3.6,lower,-0.3571,-0.5556,-0.1429,same,47,
경상북도,봉화군,47920,대,gun,neutral,-0.0645,higher,644,2.6903,28315,0.9814,3.6,neutral,-0.1061,-0.2879,0.1564,same,37,
경상북도,봉화군,47920,전,gun,neutral,0.0588,neutral,3089,3.8208,28315,0.9249,1.8,neutral,0.0588,-0.1111,0.1765,same,62,
경상북도,울진군,47930,대,gun,lower,-0.7203,higher,588,2.9368,45894,0.9966,12.2,lower,-0.6633,-0.8962,-0.1596,same,23,
경상북도,울진군,47930,전,gun,lower,-0.4783,higher,1806,3.114,45894,0.959,2.3,lower,-0.3684,-0.5582,-0.25,same,63,
경상북도,울릉군,47940,전,gun,lower,-0.7206,neutral,307,7.3931,8696,1.0,12.2,lower,-0.7206,-0.7874,-0.5242,same,9,
경상남도,창원시 의창구,48121,대,urban_rural,neutral,-0.0752,neutral,467,3.1394,207141,0.9893,38.5,neutral,0.3709,-0.2385,2.679,same,19,
경상남도,창원시 의창구,48121,전,urban_rural,lower,-0.3007,neutral,540,3.563,207141,0.9352,14.9,neutral,-0.2362,-0.438,0.1146,to_neutral,23,
경상남도,창원시 마산합포구,48125,답,urban_rural,neutral,-0.0125,higher,1259,3.0303,175800,0.8777,8.2,neutral,0.0,-0.0617,0.0789,same,38,
경상남도,창원시 마산합포구,48125,대,urban_rural,lower,-0.5401,higher,667,4.3232,175800,0.994,59.8,lower,-0.5869,-0.7429,-0.2474,same,30,
경상남도,창원시 마산합포구,48125,전,urban_rural,neutral,-0.1023,neutral,572,3.4147,175800,0.9633,8.8,neutral,0.1007,-0.2706,0.3385,same,26,
경상남도,창원시 마산회원구,48127,답,urban_rural,neutral,-0.1319,higher,346,3.1325,176275,1.0,20.75,neutral,-0.1482,-0.3819,0.3856,same,11,
경상남도,창원시 진해구,48129,답,urban_rural,lower,-0.285,neutral,518,3.5539,184778,1.0,30.3,neutral,-0.2449,-0.4512,0.1218,to_neutral,12,
경상남도,창원시 진해구,48129,대,urban_rural,neutral,-0.0079,higher,714,4.9116,184778,1.0,96.95,neutral,-0.0183,-0.1609,0.3543,same,18,
경상남도,창원시 진해구,48129,전,urban_rural,neutral,-0.1869,higher,398,3.9694,184778,1.0,27.65,neutral,-0.1853,-0.5223,0.3302,same,18,
경상남도,진주시,48170,전,urban_rural,neutral,0.2051,higher,2566,3.0452,335938,0.947,4.3,neutral,0.1053,-0.0382,0.3636,same,85,
경상남도,통영시,48220,답,urban_rural,neutral,-0.0234,neutral,977,3.1179,116260,0.9232,6.4,neutral,-0.0741,-0.2606,0.0939,same,26,
경상남도,통영시,48220,대,urban_rural,higher,1.5083,higher,663,3.5967,116260,0.997,23.4,higher,1.4809,0.6636,2.2948,same,27,
경상남도,통영시,48220,전,urban_rural,lower,-0.5,higher,1425,3.3944,116260,0.993,5.4,lower,-0.4915,-0.6154,-0.3458,same,45,
경상남도,사천시,48240,대,urban_rural,higher,1.26,higher,880,3.256,107935,0.9875,22.05,higher,1.3868,0.4707,1.7786,same,35,
경상남도,사천시,48240,전,urban_rural,neutral,-0.1406,higher,1472,3.4151,107935,0.9164,6.4,neutral,-0.1452,-0.3492,0.091,same,60,
경상남도,김해시,48250,답,urban_rural,lower,-0.4824,higher,2733,4.4463,533035,0.7936,20.2,lower,-0.4902,-0.5754,-0.3982,same,50,
경상남도,김해시,48250,전,urban_rural,lower,-0.2098,higher,1328,4.3087,533035,0.9767,22.85,neutral,-0.1449,-0.3319,0.0794,to_neutral,51,
경상남도,밀양시,48270,답,urban_rural,higher,0.0656,higher,5305,3.0543,99252,0.4824,6.5,higher,0.0656,0.0164,0.1167,same,84,
경상남도,밀양시,48270,대,urban_rural,neutral,-0.125,neutral,1627,3.0596,99252,0.9902,17.9,lower,-0.2286,-0.3186,-0.0419,opposite,74,
경상남도,밀양시,48270,전,urban_rural,lower,-0.2289,higher,2598,3.1296,99252,0.9099,8.6,lower,-0.2381,-0.3222,-0.1084,same,84,
경상남도,거제시,48310,답,urban_rural,lower,-0.3455,higher,2716,3.395,231178,0.8049,11.7,lower,-0.2406,-0.3217,-0.1471,same,58,
경상남도,거제시,48310,대,urban_rural,higher,1.8154,neutral,855,4.6843,231178,0.9906,35.4,higher,1.3256,0.4332,8.0322,same,34,
경상남도,거제시,48310,전,urban_rural,lower,-0.2872,higher,1696,3.3873,231178,0.9688,15.1,lower,-0.2695,-0.4662,-0.1356,same,56,
경상남도,양산시,48330,답,urban_rural,lower,-0.278,higher,1968,4.2576,361155,0.9634,25.0,lower,-0.2809,-0.3882,-0.1111,same,42,
경상남도,양산시,48330,대,urban_rural,neutral,-0.0469,lower,871,2.895,361155,1.0,90.3,neutral,-0.1222,-0.2732,0.2627,same,35,
경상남도,양산시,48330,전,urban_rural,lower,-0.3282,neutral,1165,4.5073,361155,0.9931,30.3,lower,-0.3065,-0.4836,-0.0521,same,33,
경상남도,의령군,48720,대,gun,neutral,-0.0455,higher,738,2.287,24636,0.9946,7.3,neutral,-0.0556,-0.2803,0.2482,same,45,
경상남도,의령군,48720,전,gun,lower,-0.3125,neutral,1055,3.1143,24636,0.9289,2.4,lower,-0.2917,-0.44,-0.125,same,45,
경상남도,함안군,48730,대,gun,lower,-0.2236,higher,883,2.6067,57558,0.9898,13.1,lower,-0.1903,-0.3761,-0.009,same,46,
경상남도,함안군,48730,전,gun,neutral,-0.1429,higher,1645,3.5659,57558,0.9556,5.1,neutral,-0.125,-0.28,0.0208,same,54,
경상남도,창녕군,48740,대,gun,lower,-0.3435,higher,1079,2.6956,54900,0.9898,12.1,lower,-0.3478,-0.4539,-0.1284,same,62,
경상남도,고성군,48820,대,gun,neutral,0.0879,higher,919,3.1664,47097,0.9848,10.2,neutral,0.1262,-0.3619,0.5827,same,43,
경상남도,남해군,48840,대,gun,neutral,0.0612,neutral,905,3.4008,40770,0.9967,12.5,neutral,0.2045,-0.269,0.6667,same,40,
경상남도,하동군,48850,대,gun,lower,-0.3875,higher,780,2.7303,39971,0.9949,8.15,lower,-0.3553,-0.4605,-0.1579,same,51,
경상남도,하동군,48850,전,gun,neutral,-0.0455,higher,1539,3.1129,39971,0.9025,2.4,neutral,0.0,-0.1667,0.3333,same,66,
경상남도,산청군,48860,대,gun,neutral,0.0,neutral,771,2.7408,32745,0.9909,8.6,neutral,-0.1869,-0.3276,0.136,same,37,
경상남도,산청군,48860,전,gun,higher,0.3043,neutral,1264,3.0275,32745,0.9201,2.4,neutral,0.0833,-0.2708,0.3043,to_neutral,57,
경상남도,함양군,48870,대,gun,lower,-0.2703,higher,687,2.7709,35472,0.9985,7.2,neutral,-0.2985,-0.5205,0.0678,to_neutral,42,
경상남도,함양군,48870,전,gun,neutral,-0.2,neutral,1774,3.0654,35472,0.9538,2.0,neutral,-0.1579,-0.25,0.0588,same,61,
경상남도,거창군,48880,대,gun,neutral,-0.2875,neutral,895,2.16,58980,0.9955,7.7,neutral,-0.2785,-0.4487,0.0079,same,47,
경상남도,거창군,48880,전,gun,neutral,0.1176,higher,2301,3.095,58980,0.9492,1.8,neutral,0.1875,0.0,0.2667,same,60,
경상남도,합천군,48890,대,gun,lower,-0.2315,higher,1045,2.3684,39190,0.9885,5.4,lower,-0.2453,-0.3571,-0.0426,same,64,
제주특별자치도,제주시,50110,전,urban_rural,lower,-0.5632,higher,6700,3.7376,485182,1.0,17.75,lower,-0.5514,-0.5873,-0.5068,same,89,
제주특별자치도,서귀포시,50130,대,urban_rural,lower,-0.2621,neutral,956,2.899,179609,1.0,52.45,lower,-0.288,-0.4627,-0.1827,same,42,
제주특별자치도,서귀포시,50130,전,urban_rural,lower,-0.5711,higher,3652,4.2844,179609,1.0,17.1,lower,-0.5405,-0.5986,-0.5028,same,58,
강원특별자치도,춘천시,51110,답,urban_rural,lower,-0.4718,higher,2105,4.0136,285234,0.9577,12.0,lower,-0.4449,-0.5061,-0.3774,same,53,
강원특별자치도,춘천시,51110,대,urban_rural,lower,-0.2323,higher,1435,2.9519,285234,0.993,40.6,lower,-0.2749,-0.4388,-0.081,same,55,
강원특별자치도,춘천시,51110,전,urban_rural,lower,-0.5772,higher,4364,4.2372,285234,0.9824,14.4,lower,-0.564,-0.604,-0.5105,same,76,
강원특별자치도,원주시,51130,대,urban_rural,lower,-0.6014,neutral,1951,2.7595,363186,0.9918,49.7,lower,-0.6197,-0.7006,-0.5074,same,50,
강원특별자치도,원주시,51130,전,urban_rural,lower,-0.4902,higher,4250,3.5669,363186,0.94,9.6,lower,-0.4694,-0.5149,-0.4081,same,64,
강원특별자치도,강릉시,51150,대,urban_rural,lower,-0.3963,higher,1363,3.0783,206237,0.9963,33.3,lower,-0.3978,-0.4929,-0.194,same,69,
강원특별자치도,강릉시,51150,전,urban_rural,lower,-0.6667,higher,3099,4.0725,206237,0.9277,9.8,lower,-0.6196,-0.6716,-0.5806,same,68,
강원특별자치도,동해시,51170,답,prov_city,lower,-0.586,higher,193,3.0627,86333,0.9896,10.6,lower,-0.5742,-0.734,-0.3786,same,9,
강원특별자치도,동해시,51170,대,prov_city,neutral,-0.2031,neutral,606,3.1445,86333,0.9983,32.0,lower,-0.2432,-0.4535,-0.0288,opposite,16,
강원특별자치도,동해시,51170,전,prov_city,lower,-0.4923,higher,572,3.878,86333,0.9965,16.0,lower,-0.2638,-0.6205,-0.0575,same,21,
강원특별자치도,태백시,51190,대,prov_city,neutral,-0.3283,neutral,259,5.0017,37088,0.9961,17.3,neutral,-0.3246,-0.6641,0.0961,same,6,
강원특별자치도,태백시,51190,전,prov_city,lower,-0.4068,higher,380,5.4881,37088,0.8526,2.7,neutral,-0.125,-0.3182,0.0556,to_neutral,10,
강원특별자치도,속초시,51210,대,prov_city,neutral,-0.3248,neutral,531,5.1111,79636,1.0,137.0,neutral,-0.3301,-0.6855,0.0725,same,11,
강원특별자치도,속초시,51210,전,prov_city,neutral,-0.3033,higher,295,4.3367,79636,1.0,22.0,neutral,-0.1878,-0.4957,0.6746,same,6,
강원특별자치도,삼척시,51230,전,urban_rural,lower,-0.6154,higher,1568,4.2682,60518,0.9802,2.35,lower,-0.4118,-0.5556,-0.2353,same,49,
강원특별자치도,홍천군,51720,대,gun,lower,-0.1604,higher,1182,2.5882,66109,0.9577,10.2,lower,-0.3502,-0.4262,-0.1667,same,56,
강원특별자치도,홍천군,51720,전,gun,lower,-0.4488,neutral,6021,4.0093,66109,0.9121,5.8,lower,-0.4355,-0.4688,-0.4097,same,90,
강원특별자치도,횡성군,51730,대,gun,lower,-0.1685,neutral,1036,2.4509,45627,0.9942,8.9,neutral,-0.2111,-0.2718,0.0236,to_neutral,42,
강원특별자치도,횡성군,51730,전,gun,lower,-0.3571,higher,5184,3.7977,45627,0.95,5.0,lower,-0.3514,-0.3729,-0.3077,same,91,
강원특별자치도,영월군,51750,대,gun,neutral,-0.1624,higher,901,2.5191,36050,0.9501,6.0,neutral,-0.1009,-0.3125,0.2201,same,35,
강원특별자치도,영월군,51750,전,gun,lower,-0.2581,neutral,4050,3.8269,36050,0.9077,3.0,lower,-0.2581,-0.3444,-0.1333,same,54,
강원특별자치도,평창군,51760,대,gun,neutral,-0.029,higher,957,2.6128,39831,0.9781,7.8,neutral,-0.0282,-0.2079,0.307,same,40,
강원특별자치도,평창군,51760,전,gun,lower,-0.2826,higher,5984,3.8993,39831,0.9539,4.5,lower,-0.2826,-0.3261,-0.2174,same,72,
강원특별자치도,정선군,51770,대,gun,lower,-0.5303,higher,473,2.6295,34879,0.9662,7.3,neutral,-0.2979,-0.5083,0.4,to_neutral,18,
강원특별자치도,정선군,51770,전,gun,lower,-0.3182,higher,2606,4.5142,34879,0.8949,2.1,lower,-0.2857,-0.4091,-0.2857,same,45,
강원특별자치도,철원군,51780,대,gun,lower,-0.3029,neutral,551,2.4729,39979,0.9764,9.8,lower,-0.348,-0.4634,-0.1636,same,24,
강원특별자치도,철원군,51780,전,gun,lower,-0.4048,higher,1384,5.9991,39979,0.7175,3.9,lower,-0.359,-0.4762,-0.2647,same,37,
강원특별자치도,화천군,51790,대,gun,neutral,-0.3023,higher,277,2.5836,22371,0.9892,9.6,neutral,0.0234,-0.5139,0.7385,same,16,
강원특별자치도,화천군,51790,전,gun,lower,-0.375,neutral,1224,4.128,22371,0.9469,3.6,lower,-0.375,-0.5366,-0.2683,same,36,
강원특별자치도,양구군,51800,대,gun,lower,-0.4958,higher,460,2.5984,20410,0.9022,6.0,neutral,0.0667,-0.5836,0.7857,to_neutral,17,
강원특별자치도,양구군,51800,전,gun,lower,-0.5,higher,2225,4.5554,20410,0.7317,0.7,neutral,-0.25,-0.25,0.0,to_neutral,21,
강원특별자치도,인제군,51810,답,gun,lower,-0.1951,higher,581,3.5408,30863,0.6575,4.1,lower,-0.1951,-0.2727,-0.0526,same,19,
강원특별자치도,인제군,51810,대,gun,neutral,-0.2162,higher,462,2.693,30863,0.987,11.2,lower,-0.3529,-0.4698,-0.103,opposite,22,
강원특별자치도,인제군,51810,전,gun,lower,-0.4468,higher,1665,4.2554,30863,0.9658,4.4,lower,-0.4348,-0.5,-0.3333,same,31,
강원특별자치도,고성군,51820,대,gun,lower,-0.1632,higher,492,3.0671,26845,0.9959,25.7,lower,-0.2241,-0.4177,-0.0658,same,23,
강원특별자치도,고성군,51820,전,gun,lower,-0.5846,higher,845,3.8045,26845,0.9254,6.1,lower,-0.5345,-0.6286,-0.434,same,34,
강원특별자치도,양양군,51830,답,gun,lower,-0.25,neutral,1007,3.0539,27292,0.6862,5.5,lower,-0.25,-0.3443,-0.0862,same,45,
강원특별자치도,양양군,51830,대,gun,higher,0.5764,higher,596,2.173,27292,0.9966,30.05,higher,0.3435,0.0822,0.9076,same,23,
강원특별자치도,양양군,51830,전,gun,lower,-0.5982,neutral,1666,3.4526,27292,0.9502,10.3,lower,-0.5389,-0.6462,-0.4197,same,68,
전북특별자치도,전주시 완산구,52111,답,urban_rural,lower,-0.3445,neutral,452,4.1915,316419,1.0,22.7,lower,-0.3458,-0.4831,-0.0508,same,12,
전북특별자치도,전주시 완산구,52111,대,urban_rural,neutral,-0.2305,neutral,1064,3.5394,316419,1.0,103.6,neutral,-0.2681,-0.5496,0.0937,same,27,
전북특별자치도,전주시 완산구,52111,전,urban_rural,neutral,-0.1382,higher,390,4.9133,316419,1.0,29.3,neutral,0.039,-0.3043,0.4419,same,12,
전북특별자치도,전주시 덕진구,52113,답,urban_rural,lower,-0.396,higher,1033,3.1763,309018,0.9148,14.9,lower,-0.234,-0.3583,-0.1193,same,18,
전북특별자치도,전주시 덕진구,52113,전,urban_rural,neutral,-0.3524,higher,803,4.207,309018,0.9726,23.7,neutral,-0.1447,-0.3172,0.4967,same,20,
전북특별자치도,군산시,52130,대,urban_rural,neutral,-0.2087,neutral,2200,2.5444,256291,0.9873,18.3,lower,-0.3525,-0.4572,-0.0494,opposite,63,
전북특별자치도,군산시,52130,전,urban_rural,lower,-0.32,higher,2185,3.1618,256291,0.9776,7.6,lower,-0.25,-0.3577,-0.1304,same,59,
전북특별자치도,익산시,52140,대,urban_rural,neutral,-0.1023,higher,2027,2.9923,267066,0.9921,9.1,neutral,-0.1278,-0.2857,0.0392,same,92,
전북특별자치도,익산시,52140,전,urban_rural,neutral,0.0,higher,4064,3.477,267066,0.9577,3.9,neutral,-0.0488,-0.0976,0.025,same,98,
전북특별자치도,정읍시,52180,전,urban_rural,neutral,0.0526,higher,4260,3.1803,101123,0.9512,2.0,neutral,0.0526,-0.05,0.1667,same,122,
전북특별자치도,남원시,52190,전,urban_rural,neutral,0.0,higher,3139,3.0533,74272,0.8748,1.8,neutral,0.0588,0.0,0.1515,same,119,
전북특별자치도,김제시,52210,전,urban_rural,neutral,0.0645,neutral,3985,3.2419,81676,0.9583,3.2,neutral,0.0645,-0.0312,0.1613,same,99,
전북특별자치도,완주군,52710,대,gun,higher,0.3372,neutral,1566,2.5392,100444,0.9789,17.8,neutral,0.148,-0.1074,0.5083,to_neutral,57,
전북특별자치도,완주군,52710,전,gun,lower,-0.2639,higher,3553,3.5638,100444,0.8908,7.0,lower,-0.209,-0.3189,-0.1364,same,83,
전북특별자치도,진안군,52720,대,gun,neutral,0.1538,neutral,682,2.0951,24249,0.9721,4.2,neutral,0.1538,-0.2051,0.5,same,34,
전북특별자치도,진안군,52720,전,gun,neutral,-0.0556,higher,2030,3.1508,24249,0.9064,1.9,neutral,-0.0556,-0.1667,0.0295,same,54,
전북특별자치도,무주군,52730,대,gun,neutral,0.2131,higher,587,2.6129,22787,0.9983,6.5,neutral,0.0759,-0.3333,0.8781,same,26,
전북특별자치도,무주군,52730,전,gun,neutral,-0.125,neutral,2266,3.067,22787,0.9356,2.3,neutral,-0.125,-0.1668,0.0,same,44,
전북특별자치도,장수군,52740,대,gun,lower,-0.2432,higher,477,2.2269,20922,0.9916,3.9,lower,-0.3247,-0.5047,-0.1249,same,30,
전북특별자치도,장수군,52740,전,gun,neutral,0.0667,neutral,1409,3.3619,20922,0.8808,1.6,neutral,0.0,-0.1765,0.3125,same,44,
전북특별자치도,임실군,52750,대,gun,neutral,-0.1807,neutral,933,2.2187,25259,0.9904,4.2,neutral,-0.0556,-0.2573,0.2287,same,58,
전북특별자치도,임실군,52750,전,gun,neutral,-0.0625,higher,2382,3.4027,25259,0.8879,1.7,neutral,-0.0625,-0.1765,0.0626,same,81,
전북특별자치도,순창군,52770,대,gun,neutral,-0.2063,higher,619,2.2804,27714,0.9838,3.2,neutral,-0.2188,-0.4302,0.0417,same,41,
전북특별자치도,순창군,52770,전,gun,neutral,0.0714,higher,1908,3.0955,27714,0.848,1.5,neutral,0.0714,-0.1429,0.1538,same,77,
전북특별자치도,고창군,52790,대,gun,lower,-0.2121,neutral,1610,2.3637,50396,0.9901,3.2,neutral,-0.1333,-0.3,0.0345,to_neutral,98,
전북특별자치도,부안군,52800,대,gun,neutral,-0.1167,neutral,1297,2.4061,47220,0.9838,6.1,neutral,-0.1311,-0.297,0.1636,same,58,
전북특별자치도,부안군,52800,전,gun,neutral,-0.0909,higher,3179,3.0712,47220,0.9572,3.3,neutral,-0.0323,-0.0938,0.0667,same,60,
