sido_code,sido_name,sigungu_code,sigungu_name,land_category,region_type,n,area_p10,area_p50,area_p75,area_p90,p90_p50,n_ge_300,n_ge_500,n_ge_1000,n_ge_3000,n_ge_5000,n_dongs,dong_n_median,eligible,gate_reasons,n_tier,b_preview
27,대구광역시,27230,북구,전,metro_gu,134,18.6,295.0,600.25,1097.1,3.719,65,39,16,0,0,20,6.5,False,['no_gate_for_type_jimok'],ok,B_skip
27,대구광역시,27260,수성구,답,metro_gu,153,40.6,564.0,985.0,1364.76,2.4198,102,83,37,0,0,18,6.0,False,['no_gate_for_type_jimok'],good,B_skip
27,대구광역시,27260,수성구,대,metro_gu,395,9.0,155.0,262.8,527.2,3.4013,79,41,9,2,1,25,7.0,True,[],better,B_skip
27,대구광역시,27260,수성구,전,metro_gu,166,21.0,388.0,954.75,1572.0,4.0515,97,74,41,4,0,18,6.5,False,['no_gate_for_type_jimok'],good,B_skip
27,대구광역시,27290,달서구,답,metro_gu,102,6.2,300.5,676.75,1346.0,4.4792,51,38,13,1,0,13,5.0,False,['no_gate_for_type_jimok'],ok,B_skip
27,대구광역시,27290,달서구,대,metro_gu,180,8.93,129.9,270.55,523.03,4.0264,41,20,7,2,1,20,7.0,True,[],good,B_skip
27,대구광역시,27290,달서구,전,metro_gu,32,17.0,182.5,813.75,1271.7,6.9682,11,9,5,0,0,11,3.0,False,['no_gate_for_type_jimok'],exclude,B_skip
27,대구광역시,27710,달성군,답,gun,1932,110.2,819.5,1448.75,2079.0,2.5369,1534,1312,822,66,5,9,224.0,False,['p90_p50<3.0'],better,B_ok
27,대구광역시,27710,달성군,대,gun,527,16.6,240.0,378.85,632.36,2.6348,179,80,24,4,4,9,53.0,True,[],better,B_ok
27,대구광역시,27710,달성군,전,gun,729,90.6,602.0,1084.0,1710.4,2.8412,521,409,216,11,4,9,75.0,False,['p90_p50<3.0'],better,B_ok
27,대구광역시,27720,군위군,답,gun,1506,157.0,858.5,1405.0,2000.0,2.3296,1241,1068,644,28,6,8,177.5,False,['p90_p50<3.0'],better,B_ok
27,대구광역시,27720,군위군,대,gun,304,30.0,250.5,384.75,594.1,2.3717,120,50,4,0,0,8,40.5,True,[],better,B_ok
27,대구광역시,27720,군위군,전,gun,1151,126.0,766.0,1410.0,2329.0,3.0405,864,723,458,53,13,8,141.5,True,[],better,B_ok
28,인천광역시,28110,중구,답,metro_gu,11,80.0,241.0,1321.5,2512.0,10.4232,5,5,4,1,0,5,1.0,False,['no_gate_for_type_jimok'],exclude,B_skip
28,인천광역시,28110,중구,대,metro_gu,47,36.52,302.7,462.9,1082.2,3.5752,24,12,7,0,0,13,3.0,False,['n<150'],exclude,B_skip
28,인천광역시,28110,중구,전,metro_gu,19,70.0,509.0,780.0,942.2,1.8511,15,11,2,0,0,6,2.5,False,['no_gate_for_type_jimok'],exclude,B_skip
28,인천광역시,28125,제물포구,대,metro_gu,429,6.16,48.91,101.8,277.4,5.6716,37,24,17,2,1,31,7.0,True,[],better,B_skip
28,인천광역시,28140,동구,대,metro_gu,19,2.8,56.2,76.85,120.44,2.1431,1,1,1,0,0,5,2.0,False,"['n<150', 'metro_width']",exclude,B_skip
28,인천광역시,28155,영종구,답,metro_gu,385,62.4,495.0,1007.0,1938.8,3.9168,251,191,101,11,0,7,50.0,False,['no_gate_for_type_jimok'],better,B_ok
28,인천광역시,28155,영종구,대,metro_gu,790,245.0,316.15,403.425,744.1,2.3536,482,137,58,25,18,8,56.0,True,[],better,B_ok
28,인천광역시,28155,영종구,전,metro_gu,494,58.36,445.0,805.0,1522.4,3.4211,314,211,95,9,0,7,74.0,False,['no_gate_for_type_jimok'],better,B_ok
28,인천광역시,28177,미추홀구,답,metro_gu,10,19.0,363.0,560.25,1309.7,3.608,6,3,2,0,0,3,1.0,False,['no_gate_for_type_jimok'],exclude,B_skip
28,인천광역시,28177,미추홀구,대,metro_gu,651,6.3,69.0,160.65,308.3,4.4681,71,43,24,5,2,6,85.5,True,[],better,B_ok
28,인천광역시,28177,미추홀구,전,metro_gu,30,7.94,90.5,281.25,639.1,7.0619,7,4,0,0,0,7,2.0,False,['no_gate_for_type_jimok'],exclude,B_skip
28,인천광역시,28185,연수구,답,metro_gu,27,28.6,369.0,1096.0,1505.2,4.0791,15,10,7,0,0,2,13.5,False,['no_gate_for_type_jimok'],exclude,B_skip
28,인천광역시,28185,연수구,대,metro_gu,258,49.6,264.0,460.35,992.3,3.7587,111,61,26,21,17,6,23.5,True,[],good,B_ok
28,인천광역시,28185,연수구,전,metro_gu,69,50.0,333.0,595.0,1066.4,3.2024,37,25,9,0,0,4,9.0,False,['no_gate_for_type_jimok'],note,B_skip
28,인천광역시,28200,남동구,답,metro_gu,79,24.8,285.0,732.5,1616.2,5.6709,39,29,12,1,0,10,7.0,False,['no_gate_for_type_jimok'],note,B_skip
28,인천광역시,28200,남동구,대,metro_gu,250,29.715,240.5,352.85,712.08,2.9608,80,43,9,1,1,11,19.0,True,[],good,B_ok
28,인천광역시,28200,남동구,전,metro_gu,361,56.0,661.0,1258.0,1902.0,2.8775,263,207,133,11,2,11,23.0,False,['no_gate_for_type_jimok'],better,B_ok
28,인천광역시,28237,부평구,답,metro_gu,37,8.0,68.0,345.0,1688.44,24.83,10,8,6,2,0,7,3.0,False,['no_gate_for_type_jimok'],exclude,B_skip
28,인천광역시,28237,부평구,대,metro_gu,371,4.0,53.0,126.0,228.5,4.3113,25,12,2,0,0,9,16.0,False,['metro_width'],better,B_ok
28,인천광역시,28237,부평구,전,metro_gu,74,7.9,58.25,134.5,204.1,3.5039,4,2,1,0,0,9,4.0,False,['no_gate_for_type_jimok'],note,B_skip
28,인천광역시,28245,계양구,답,metro_gu,275,120.0,1027.0,2008.5,3052.0,2.9718,230,204,141,29,4,18,13.0,False,['no_gate_for_type_jimok'],good,B_ok
28,인천광역시,28245,계양구,대,metro_gu,118,21.826,191.5,398.925,1322.3,6.905,44,24,18,5,3,20,5.0,False,['n<150'],ok,B_skip
28,인천광역시,28245,계양구,전,metro_gu,345,73.6,620.0,1250.0,2292.6,3.6977,253,197,117,16,1,22,10.0,False,['no_gate_for_type_jimok'],better,B_ok
28,인천광역시,28260,서구,답,metro_gu,10,52.2,576.5,1153.05,3022.9,5.2435,6,5,3,1,0,4,1.0,False,['no_gate_for_type_jimok'],exclude,B_skip
28,인천광역시,28260,서구,대,metro_gu,72,221.1,254.0,269.5,377.88,1.4877,10,5,3,1,1,11,2.0,False,"['n<150', 'p90_p50<2.0']",note,B_skip
28,인천광역시,28260,서구,전,metro_gu,22,27.3,464.0,845.0,1128.2,2.4315,15,8,4,0,0,9,2.0,False,['no_gate_for_type_jimok'],exclude,B_skip
28,인천광역시,28275,서해구,답,metro_gu,53,69.6,427.0,1323.0,2170.72,5.0837,35,23,20,1,0,8,4.5,False,['no_gate_for_type_jimok'],note,B_skip
28,인천광역시,28275,서해구,대,metro_gu,265,47.08,319.0,533.6,1994.44,6.2522,143,72,47,24,18,11,12.0,True,[],good,B_ok
28,인천광역시,28275,서해구,전,metro_gu,122,122.1,611.5,1152.25,1769.0,2.8929,95,74,40,4,0,9,11.0,False,['no_gate_for_type_jimok'],ok,B_ok
28,인천광역시,28290,검단구,답,metro_gu,202,62.6,960.6,2170.0,3507.9,3.6518,151,129,93,30,5,9,11.0,False,['no_gate_for_type_jimok'],good,B_ok
28,인천광역시,28290,검단구,대,metro_gu,643,162.56,267.0,469.95,1100.8,4.1228,238,151,76,24,18,10,33.0,True,[],better,B_ok
28,인천광역시,28290,검단구,전,metro_gu,171,44.0,474.0,1083.0,1891.0,3.9895,106,82,48,3,0,8,15.5,False,['no_gate_for_type_jimok'],good,B_ok
28,인천광역시,28710,강화군,답,gun,4689,205.64,1322.0,2782.0,4245.76,3.2116,4017,3400,2739,1046,344,13,382.0,True,[],better,B_ok
28,인천광역시,28710,강화군,대,gun,1328,31.0,268.0,431.0,615.9,2.2981,609,235,26,2,1,13,106.0,True,[],better,B_ok
28,인천광역시,28710,강화군,전,gun,4440,75.72,414.0,767.0,1398.4,3.3778,2838,1815,808,83,15,13,258.0,True,[],better,B_ok
28,인천광역시,28720,옹진군,답,gun,718,94.8,532.0,1229.75,2274.0,4.2744,497,370,224,47,14,7,85.0,True,[],better,B_ok
28,인천광역시,28720,옹진군,대,gun,294,29.58,168.0,314.75,527.0,3.1369,77,33,9,1,0,7,33.0,True,[],good,B_ok
28,인천광역시,28720,옹진군,전,gun,936,66.0,422.5,862.0,1635.15,3.8702,586,405,198,25,4,7,147.0,True,[],better,B_ok
30,대전광역시,30110,동구,답,metro_gu,289,99.0,796.0,1398.0,2036.6,2.5585,205,177,124,5,0,27,7.0,False,['no_gate_for_type_jimok'],good,B_skip
30,대전광역시,30110,동구,대,metro_gu,564,14.0,154.2,268.75,431.4,2.7977,120,38,10,1,0,40,7.5,True,[],better,B_skip
30,대전광역시,30110,동구,전,metro_gu,501,71.0,592.0,1211.0,1927.0,3.2551,349,277,172,16,3,30,10.5,False,['no_gate_for_type_jimok'],better,B_ok
30,대전광역시,30140,중구,답,metro_gu,174,24.35,601.0,1177.2,1771.5,2.9476,114,94,58,1,0,15,11.0,False,['no_gate_for_type_jimok'],good,B_ok
30,대전광역시,30140,중구,대,metro_gu,829,7.0,94.0,198.1,334.2,3.5553,113,40,3,0,0,25,15.0,True,[],better,B_ok
30,대전광역시,30140,중구,전,metro_gu,217,21.96,522.8,1156.0,1677.8,3.2093,129,113,73,6,1,17,9.0,False,['no_gate_for_type_jimok'],good,B_ok
30,대전광역시,30170,서구,답,metro_gu,302,154.3,978.5,1696.0,2382.4,2.4347,244,222,149,12,2,16,18.0,False,['no_gate_for_type_jimok'],better,B_ok
30,대전광역시,30170,서구,대,metro_gu,422,70.08,253.3,378.85,693.03,2.736,152,67,22,6,3,26,12.0,True,[],better,B_ok
30,대전광역시,30170,서구,전,metro_gu,252,90.2,618.5,1027.75,1593.4,2.5762,189,146,73,3,2,16,11.0,False,['no_gate_for_type_jimok'],good,B_ok
30,대전광역시,30200,유성구,답,metro_gu,494,217.7,1003.5,1652.75,2565.0,2.5561,424,370,252,24,3,34,5.5,False,['no_gate_for_type_jimok'],better,B_skip
30,대전광역시,30200,유성구,대,metro_gu,569,117.96,279.6,443.7,858.62,3.0709,262,114,44,20,14,43,9.0,True,[],better,B_ok
30,대전광역시,30200,유성구,전,metro_gu,556,79.0,604.5,1047.5,1915.5,3.1687,391,312,159,20,6,37,7.0,False,['no_gate_for_type_jimok'],better,B_skip
30,대전광역시,30230,대덕구,답,metro_gu,133,63.4,593.0,1156.6,1961.4,3.3076,91,73,47,2,0,18,6.0,False,['no_gate_for_type_jimok'],ok,B_skip
30,대전광역시,30230,대덕구,대,metro_gu,304,16.0,169.5,308.45,502.3,2.9634,77,31,5,1,0,21,8.0,True,[],better,B_ok
30,대전광역시,30230,대덕구,전,metro_gu,178,112.1,567.5,1031.0,1789.6,3.1535,131,95,46,5,1,22,7.5,False,['no_gate_for_type_jimok'],good,B_skip
31,울산광역시,31110,중구,답,metro_gu,69,53.0,499.0,1091.0,1599.8,3.206,49,34,24,2,0,11,4.0,False,['no_gate_for_type_jimok'],note,B_skip
31,울산광역시,31110,중구,대,metro_gu,303,6.0,126.0,252.1,375.32,2.9787,47,24,8,5,4,18,10.5,True,[],better,B_ok
31,울산광역시,31110,중구,전,metro_gu,146,13.0,271.5,635.0,1139.5,4.1971,71,51,21,1,0,15,8.0,False,['no_gate_for_type_jimok'],ok,B_ok
31,울산광역시,31140,남구,답,metro_gu,101,13.0,255.0,847.0,1735.0,6.8039,48,40,24,1,1,13,4.0,False,['no_gate_for_type_jimok'],ok,B_skip
31,울산광역시,31140,남구,대,metro_gu,347,15.3,220.0,354.6,659.94,2.9997,122,57,23,9,6,15,8.0,True,[],better,B_ok
31,울산광역시,31140,남구,전,metro_gu,95,32.4,441.0,748.0,1133.0,2.5692,54,39,15,1,0,13,5.0,False,['no_gate_for_type_jimok'],ok,B_skip
31,울산광역시,31170,동구,답,metro_gu,47,77.2,512.0,830.0,1268.8,2.4781,33,24,9,0,0,6,3.0,False,['no_gate_for_type_jimok'],exclude,B_skip
31,울산광역시,31170,동구,대,metro_gu,72,4.1,113.25,235.475,488.59,4.3143,15,7,4,1,1,7,7.0,False,['n<150'],note,B_skip
31,울산광역시,31170,동구,전,metro_gu,49,51.0,430.0,936.0,1478.6,3.4386,29,23,11,0,0,6,6.5,False,['no_gate_for_type_jimok'],exclude,B_skip
31,울산광역시,31200,북구,답,metro_gu,755,109.0,764.0,1348.0,2032.6,2.6605,601,498,312,23,1,25,28.0,False,['no_gate_for_type_jimok'],better,B_ok
31,울산광역시,31200,북구,대,metro_gu,429,60.6,291.0,410.2,581.92,1.9997,197,63,9,0,0,24,8.5,False,['p90_p50<2.0'],better,B_ok
31,울산광역시,31200,북구,전,metro_gu,434,38.2,351.6,698.5,1404.5,3.9946,243,161,72,5,2,27,12.0,False,['no_gate_for_type_jimok'],better,B_ok
31,울산광역시,31710,울주군,답,gun,3465,104.4,731.0,1484.0,2314.6,3.1663,2650,2149,1374,146,9,12,269.5,True,[],better,B_ok
31,울산광역시,31710,울주군,대,gun,1086,28.0,301.65,489.0,836.3,2.7724,550,262,89,34,22,12,85.5,True,[],better,B_ok
31,울산광역시,31710,울주군,전,gun,1512,62.1,366.0,775.5,1342.6,3.6683,884,579,279,30,10,12,128.0,True,[],better,B_ok
36,세종특별자치시,36110,전의면,답,urban_rural,217,139.0,1000.0,1983.0,3042.6,3.0426,177,161,109,23,2,1,150.0,True,[],good,B_skip
36,세종특별자치시,36110,금남면,답,urban_rural,338,99.0,937.0,1705.75,2459.0,2.6243,260,225,163,9,1,1,150.0,False,['p90_p50<3.0'],better,B_skip
36,세종특별자치시,36110,연서면,답,urban_rural,179,117.0,1077.0,2158.0,2997.28,2.783,146,138,100,17,2,1,150.0,False,['p90_p50<3.0'],good,B_skip
36,세종특별자치시,36110,조치원읍,답,urban_rural,57,27.0,168.0,462.0,1456.2,8.6679,20,13,7,0,0,1,150.0,False,"['n<100', 'n_ge_1000<20']",note,B_skip
36,세종특별자치시,36110,연동면,답,urban_rural,82,430.76,2003.5,2647.5,3173.3,1.5839,74,71,61,11,3,1,150.0,False,"['n<100', 'p90_p50<3.0']",ok,B_skip
36,세종특별자치시,36110,장군면,답,urban_rural,160,119.4,818.0,1870.975,2749.5,3.3612,120,103,69,14,1,1,150.0,True,[],good,B_skip
36,세종특별자치시,36110,연기면,답,urban_rural,40,53.8,1093.0,1932.75,2608.7,2.3867,31,29,21,2,0,1,150.0,False,"['n<100', 'p90_p50<3.0']",exclude,B_skip
36,세종특별자치시,36110,전동면,답,urban_rural,252,110.4,1037.5,1872.0,2960.7,2.8537,203,183,131,24,1,1,150.0,False,['p90_p50<3.0'],good,B_skip
36,세종특별자치시,36110,부강면,답,urban_rural,140,108.1,842.3,1622.5,2676.53,3.1776,107,93,63,7,0,1,150.0,True,[],ok,B_skip
36,세종특별자치시,36110,소정면,답,urban_rural,79,235.0,1240.0,1716.0,2007.0,1.6185,69,61,44,2,0,1,150.0,False,"['n<100', 'p90_p50<3.0']",note,B_skip
36,세종특별자치시,36110,소정면,대,urban_rural,46,55.5,408.5,579.5,869.0,2.1273,30,16,3,1,1,1,24.0,False,"['n<100', 'p90_p50<2.5', 'n_ge_500<20']",exclude,B_skip
36,세종특별자치시,36110,고운동,대,urban_rural,62,288.47,339.35,356.9,391.53,1.1538,45,2,1,1,1,1,24.0,False,"['n<100', 'p90_p50<2.5', 'n_ge_500<20']",note,B_skip
36,세종특별자치시,36110,금남면,대,urban_rural,100,19.9,288.0,500.75,955.5,3.3177,49,25,9,2,2,1,24.0,True,[],ok,B_skip
36,세종특별자치시,36110,나성동,대,urban_rural,2,1757.53,2076.85,2276.425,2396.17,1.1538,2,2,2,0,0,1,24.0,False,"['n<100', 'p90_p50<2.5', 'n_ge_500<20']",exclude,B_skip
36,세종특별자치시,36110,다정동,대,urban_rural,17,264.32,297.3,320.0,445.8,1.4995,8,1,0,0,0,1,24.0,False,"['n<100', 'p90_p50<2.5', 'n_ge_500<20']",exclude,B_skip
36,세종특별자치시,36110,도담동,대,urban_rural,10,320.18,340.85,387.5,400.0,1.1735,10,0,0,0,0,1,24.0,False,"['n<100', 'p90_p50<2.5', 'n_ge_500<20']",exclude,B_skip
36,세종특별자치시,36110,반곡동,대,urban_rural,24,159.3,325.0,392.9,473.0,1.4554,13,1,0,0,0,1,24.0,False,"['n<100', 'p90_p50<2.5', 'n_ge_500<20']",exclude,B_skip
36,세종특별자치시,36110,부강면,대,urban_rural,57,14.2,198.0,450.0,773.4,3.9061,22,13,3,0,0,1,24.0,False,"['n<100', 'n_ge_500<20']",note,B_skip
36,세종특별자치시,36110,소담동,대,urban_rural,1,1320.0,1320.0,1320.0,1320.0,1.0,1,1,1,0,0,1,24.0,False,"['n<100', 'p90_p50<2.5', 'n_ge_500<20']",exclude,B_skip
36,세종특별자치시,36110,아름동,대,urban_rural,17,296.64,335.0,342.4,348.0,1.0388,15,0,0,0,0,1,24.0,False,"['n<100', 'p90_p50<2.5', 'n_ge_500<20']",exclude,B_skip
36,세종특별자치시,36110,어진동,대,urban_rural,2,447.0,447.0,447.0,447.0,1.0,2,0,0,0,0,1,24.0,False,"['n<100', 'p90_p50<2.5', 'n_ge_500<20']",exclude,B_skip
36,세종특별자치시,36110,연기면,대,urban_rural,24,45.2,234.5,418.0,510.0,2.1748,9,3,0,0,0,1,24.0,False,"['n<100', 'p90_p50<2.5', 'n_ge_500<20']",exclude,B_skip
36,세종특별자치시,36110,연동면,대,urban_rural,56,41.0,326.0,503.5,699.5,2.1457,29,16,2,0,0,1,24.0,False,"['n<100', 'p90_p50<2.5', 'n_ge_500<20']",note,B_skip
36,세종특별자치시,36110,연서면,대,urban_rural,71,28.0,294.0,522.0,813.0,2.7653,34,19,5,0,0,1,24.0,False,"['n<100', 'n_ge_500<20']",note,B_skip
36,세종특별자치시,36110,장군면,대,urban_rural,230,44.8,450.0,534.25,701.1,1.558,168,74,9,0,0,1,24.0,False,['p90_p50<2.5'],good,B_skip
36,세종특별자치시,36110,전동면,대,urban_rural,35,110.8,410.0,601.5,698.4,1.7034,24,15,0,0,0,1,24.0,False,"['n<100', 'p90_p50<2.5', 'n_ge_500<20']",exclude,B_skip
36,세종특별자치시,36110,전의면,대,urban_rural,123,10.8,274.0,500.0,661.76,2.4152,56,35,6,0,0,1,24.0,False,['p90_p50<2.5'],ok,B_skip
36,세종특별자치시,36110,조치원읍,대,urban_rural,149,8.8,161.0,316.0,533.8,3.3155,39,18,8,3,1,1,24.0,False,['n_ge_500<20'],ok,B_skip
36,세종특별자치시,36110,집현동,대,urban_rural,21,262.4,319.9,2005.2,3855.5,12.0522,14,8,8,5,1,1,24.0,False,"['n<100', 'n_ge_500<20']",exclude,B_skip
36,세종특별자치시,36110,한솔동,대,urban_rural,17,277.68,315.0,353.4,396.4,1.2584,12,1,0,0,0,1,24.0,False,"['n<100', 'p90_p50<2.5', 'n_ge_500<20']",exclude,B_skip
36,세종특별자치시,36110,해밀동,대,urban_rural,11,279.3,300.9,329.45,411.0,1.3659,6,0,0,0,0,1,24.0,False,"['n<100', 'p90_p50<2.5', 'n_ge_500<20']",exclude,B_skip
36,세종특별자치시,36110,전동면,전,urban_rural,243,164.6,827.0,1702.0,3946.0,4.7715,195,168,101,37,21,1,167.5,True,[],good,B_skip
36,세종특별자치시,36110,부강면,전,urban_rural,155,85.8,702.0,1215.0,1835.2,2.6142,116,98,62,2,1,1,167.5,False,['p90_p50<3.0'],good,B_skip
36,세종특별자치시,36110,소정면,전,urban_rural,46,316.5,1193.5,1812.0,2538.0,2.1265,42,31,25,3,1,1,167.5,False,"['n<100', 'p90_p50<3.0']",exclude,B_skip
36,세종특별자치시,36110,전의면,전,urban_rural,267,135.0,736.0,1385.0,2185.8,2.9698,198,166,103,9,3,1,167.5,False,['p90_p50<3.0'],good,B_skip
36,세종특별자치시,36110,금남면,전,urban_rural,282,84.1,628.0,1171.0,1660.2,2.6436,208,156,88,5,0,1,167.5,False,['p90_p50<3.0'],good,B_skip
36,세종특별자치시,36110,장군면,전,urban_rural,180,101.8,549.0,1142.0,1655.6,3.0157,131,95,55,4,0,1,167.5,True,[],good,B_skip
36,세종특별자치시,36110,조치원읍,전,urban_rural,52,34.5,288.5,661.25,992.7,3.4409,25,18,5,2,1,1,167.5,False,"['n<100', 'n_ge_1000<20']",note,B_skip
36,세종특별자치시,36110,연기면,전,urban_rural,72,75.6,668.5,1185.5,1932.7,2.8911,54,42,27,2,0,1,167.5,False,"['n<100', 'p90_p50<3.0']",note,B_skip
36,세종특별자치시,36110,연서면,전,urban_rural,219,98.2,545.0,1122.0,1806.8,3.3152,156,123,68,7,0,1,167.5,True,[],good,B_skip
36,세종특별자치시,36110,연동면,전,urban_rural,84,66.3,615.5,929.0,1767.6,2.8718,62,50,18,0,0,1,167.5,False,"['n<100', 'p90_p50<3.0', 'n_ge_1000<20']",ok,B_skip
41,경기도,41111,수원시 장안구,답,cap_city,60,22.9,330.5,691.25,2381.0,7.2042,34,22,11,2,0,7,6.0,False,"['n<100', 'n_ge_1000<20']",note,B_skip
41,경기도,41111,수원시 장안구,대,cap_city,151,6.0,70.0,207.0,447.2,6.3886,24,12,3,1,0,11,14.0,False,['n_ge_500<20'],good,B_ok
41,경기도,41111,수원시 장안구,전,cap_city,69,18.4,323.7,562.0,1014.0,3.1325,36,20,8,0,0,10,5.0,False,"['n<100', 'n_ge_1000<20']",note,B_skip
41,경기도,41113,수원시 권선구,답,cap_city,236,46.0,715.5,1514.0,2497.0,3.4899,166,144,89,6,0,14,16.5,True,[],good,B_ok
41,경기도,41113,수원시 권선구,대,cap_city,576,16.78,218.7,291.0,615.9,2.8162,138,77,39,10,4,14,16.5,True,[],better,B_ok
41,경기도,41113,수원시 권선구,전,cap_city,263,13.6,330.0,910.5,1720.2,5.2127,139,110,58,6,1,14,22.0,True,[],good,B_ok
41,경기도,41115,수원시 팔달구,답,cap_city,4,2.9,6.5,69.25,179.5,27.6154,0,0,0,0,0,2,2.0,False,"['n<100', 'n_ge_1000<20']",exclude,B_skip
41,경기도,41115,수원시 팔달구,대,cap_city,318,4.0,42.25,145.75,328.6,7.7775,38,19,8,0,0,20,7.5,False,['n_ge_500<20'],better,B_skip
41,경기도,41115,수원시 팔달구,전,cap_city,10,29.7,38.0,88.25,144.9,3.8132,0,0,0,0,0,6,1.5,False,"['n<100', 'n_ge_1000<20']",exclude,B_skip
41,경기도,41117,수원시 영통구,답,cap_city,27,3.56,50.0,164.8,225.56,4.5112,2,1,1,0,0,4,3.0,False,"['n<100', 'n_ge_1000<20']",exclude,B_skip
41,경기도,41117,수원시 영통구,대,cap_city,230,5.64,32.36,72.75,568.12,17.5562,35,28,17,15,15,6,11.0,True,[],good,B_ok
41,경기도,41117,수원시 영통구,전,cap_city,13,16.0,162.0,313.1,516.0,3.1852,4,2,0,0,0,6,1.5,False,"['n<100', 'n_ge_1000<20']",exclude,B_skip
41,경기도,41131,성남시 수정구,답,cap_city,87,12.6,465.0,1262.0,1943.4,4.1794,58,40,27,3,0,10,8.0,False,['n<100'],ok,B_ok
41,경기도,41131,성남시 수정구,대,cap_city,226,16.5,66.45,253.025,1049.0,15.7863,47,32,25,11,7,16,8.0,True,[],good,B_ok
41,경기도,41131,성남시 수정구,전,cap_city,136,50.0,405.5,1041.75,1586.5,3.9125,85,61,36,5,3,12,7.0,True,[],ok,B_skip
41,경기도,41133,성남시 중원구,답,cap_city,31,162.0,740.0,1180.0,2386.0,3.2243,24,19,13,1,0,6,3.5,False,"['n<100', 'n_ge_1000<20']",exclude,B_skip
41,경기도,41133,성남시 중원구,대,cap_city,258,30.84,64.1,109.85,285.97,4.4613,25,8,1,0,0,9,6.0,False,['n_ge_500<20'],good,B_skip
41,경기도,41133,성남시 중원구,전,cap_city,18,50.4,348.5,551.0,851.8,2.4442,11,6,2,0,0,5,2.0,False,"['n<100', 'p90_p50<3.0', 'n_ge_1000<20']",exclude,B_skip
41,경기도,41135,성남시 분당구,답,cap_city,66,73.5,483.5,875.75,1353.9,2.8002,42,31,10,1,0,12,4.5,False,"['n<100', 'p90_p50<3.0', 'n_ge_1000<20']",note,B_skip
41,경기도,41135,성남시 분당구,대,cap_city,141,20.0,242.0,391.0,763.0,3.1529,46,27,12,0,0,14,8.0,True,[],ok,B_ok
41,경기도,41135,성남시 분당구,전,cap_city,132,96.1,513.5,834.5,1396.5,2.7196,93,67,27,1,0,14,5.0,False,['p90_p50<3.0'],ok,B_skip
41,경기도,41150,의정부시,답,cap_city,122,15.0,323.5,656.75,1479.9,4.5747,64,40,22,5,2,13,10.0,True,[],ok,B_ok
41,경기도,41150,의정부시,대,cap_city,458,11.35,165.0,284.575,631.45,3.827,110,61,25,19,19,13,27.0,True,[],better,B_ok
41,경기도,41150,의정부시,전,cap_city,256,16.0,330.0,783.5,1383.0,4.1909,139,92,49,4,0,12,18.5,True,[],good,B_ok
41,경기도,41171,안양시 만안구,답,cap_city,9,30.8,449.0,569.0,949.0,2.1136,6,3,1,0,0,2,4.5,False,"['n<100', 'p90_p50<3.0', 'n_ge_1000<20']",exclude,B_skip
41,경기도,41171,안양시 만안구,대,cap_city,152,11.2,122.5,274.3,470.4,3.84,32,14,6,0,0,3,22.0,False,['n_ge_500<20'],good,B_skip
41,경기도,41171,안양시 만안구,전,cap_city,37,7.2,108.0,348.0,708.8,6.563,10,5,2,1,1,3,10.0,False,"['n<100', 'n_ge_1000<20']",exclude,B_skip
41,경기도,41173,안양시 동안구,답,cap_city,5,29.24,146.2,150.0,349.8,2.3926,1,0,0,0,0,3,2.0,False,"['n<100', 'p90_p50<3.0', 'n_ge_1000<20']",exclude,B_skip
41,경기도,41173,안양시 동안구,대,cap_city,52,6.73,80.0,205.75,793.54,9.9192,10,9,5,4,3,4,14.0,False,"['n<100', 'n_ge_500<20']",note,B_skip
41,경기도,41173,안양시 동안구,전,cap_city,18,25.66,170.75,318.65,816.13,4.7797,5,4,0,0,0,3,4.0,False,"['n<100', 'n_ge_1000<20']",exclude,B_skip
41,경기도,41192,부천시 원미구,답,cap_city,2,536.4,602.0,643.0,667.6,1.109,2,2,0,0,0,1,2.0,False,"['n<100', 'p90_p50<3.0', 'n_ge_1000<20']",exclude,B_skip
41,경기도,41192,부천시 원미구,대,cap_city,144,4.29,80.7,166.35,520.8,6.4535,23,16,2,2,2,9,8.0,False,['n_ge_500<20'],ok,B_ok
41,경기도,41192,부천시 원미구,전,cap_city,22,26.7,344.0,455.25,651.4,1.8936,18,4,0,0,0,4,5.0,False,"['n<100', 'p90_p50<3.0', 'n_ge_1000<20']",exclude,B_skip
41,경기도,41194,부천시 소사구,답,cap_city,3,333.4,347.0,677.0,875.0,2.5216,3,1,1,0,0,1,3.0,False,"['n<100', 'p90_p50<3.0', 'n_ge_1000<20']",exclude,B_skip
41,경기도,41194,부천시 소사구,대,cap_city,120,6.74,91.5,168.3,381.33,4.1675,17,11,8,3,2,7,10.0,False,['n_ge_500<20'],ok,B_ok
41,경기도,41194,부천시 소사구,전,cap_city,70,91.47,578.0,1122.25,1859.6,3.2173,47,38,22,2,2,6,6.5,False,['n<100'],note,B_skip
41,경기도,41196,부천시 오정구,답,cap_city,29,37.6,526.0,879.0,2624.4,4.9894,17,15,7,3,0,6,4.0,False,"['n<100', 'n_ge_1000<20']",exclude,B_skip
41,경기도,41196,부천시 오정구,대,cap_city,58,49.74,233.55,829.75,1715.1,7.3436,26,21,13,5,5,8,6.5,False,['n<100'],note,B_skip
