building_key,pnu,elevator,ride,emgen,n_dongs,mixed,floors_above,reason
19dc6f925284cec8abf21ca944a897d9f9946123e8043ec0416456c206904051,5013025924124710000,,3,0,5,True,4,mixed
19f29ffabf9772ac81ec4c9d0c862fc91001070914c13a55a00102812eeab0ea,5180025021101040003,0,0,0,5,False,4,
19f55f52ede090e5382bfe85836e9cc945c6caae8094bdfc8ee420d908db124c,5011011900138270000,1,11,0,8,False,4,
1a58cab2b8f65fca688ce467c05e619d25f7982b3783f7f17b371c9e440074f6,5013025029124050000,,52,0,24,True,4,mixed
1a7a18f4df6767b5c71b5e5e75901750b5d811a4ddc031ed8ae237cbc49f2222,5013010500119020007,0,0,0,3,False,4,
1aa223ca6d9a6819999a63f8f23c25b9feeac65199484c57d71703f4a35eb282,5011013600107920001,0,0,0,3,False,4,
1ada7def3a99b229aea69d6a866929c9e9d0d2bec1a336adadd819aeeebd30d4,4113510500103230000,0,0,0,6,False,4,
1b91748df9113b1acb7dd56dee536bd8ce6da43fe992f2edff21a15ee65669f3,1114014300100500002,1,1,0,1,False,5,
1c8949303e95e0a601a259078c91ca812bae356d6286bdfc2ab56ddd77492dff,2817710700103820003,1,2,0,1,False,4,
1d120ba03f189f6dccd3d959bfaf48bea2e81b3cf16496c067090e5318eb0639,4717013900101250000,0,0,0,1,False,4,
1d22d14416d949279de3750b00a6cae0cc35437f3e9caba26b0c183f9146dceb,1129013700100550041,0,0,0,1,False,4,
1d6b3f24758a9daf8b50ec6e5d4fac88d85bcde4a2253214eda7cdbaf64b3410,4146125321105310005,,4,0,3,True,4,mixed
1dbb53d2ba2e2406f40250272bf31e0fb96113e8fabf60575ad7c60e9e343478,5013032021129560000,0,0,0,11,False,4,
1dc8d193607ae83a9f0378c346dba53f79aa2d336a65111f8f1e98cd6ba8c2b2,1285025022105620001,1,2,0,1,False,5,
1df48860cebca064c6940c3f996494cf20d3753b97ff7bfb19295e7f47835c21,4831037022109570040,0,0,0,1,False,4,
1e7b6ca94558d753aba18a3ff8573dbf9163b455402645c8f23a7bbd0856bc5a,1213013400118670001,1,17,0,7,False,4,
1ed084c76411d73a0ee9c23cdf57968dc9816d815ad5c200ac01f66c8dac238b,1165010200101150002,0,0,0,1,False,4,
1ee4ec5a224e6f1e4887810da2fa476ecaae2c7b35901f7e3c9199478c1180ad,4311211100101430000,,,,0,False,,no_housing
1ef868539249103fa317691b1ec83710abaac99163cd079cc67156939092c074,4159011700103560040,,,,0,False,,no_housing
1f22e225416f40202259e3c8c8967ac18d5f563f8eb60b9814e050b4b90b12a1,5179025025105780000,0,0,0,5,False,4,
1fcfa2f22454f48e620c4636dc2f71994473ddf73b637940ca6c3b8668231408,2817710300106690006,0,0,0,2,False,4,
201237469c92cbb78ac880c312eb2b5cdda0fc257637a11528adb91a2a31f186,4375025021102730003,0,0,0,3,False,4,
202b709a62710560087dd96c1fbbb00d244846012ad2d02c2864865111abfe43,4719011800107910000,,4,0,7,True,4,mixed
2058aa73192d7cacd5aa4122e8336c0a76066b1e92915c8d083527f901dd4645,4420025324117350000,1,18,0,10,False,4,
20afb455d33632bcc262e3bf339affc4e0254e4424d5296d7a048c56f5723e8f,4127310200107830007,0,0,0,1,False,4,
20b8c7cb15e036b4a52a025f615c40624f3284c7cf34e4ae4bb75905d6007b6a,2827511100101040013,0,0,0,18,False,4,
21d634284e3f6eb54a3fc4727209fc51ae3821fdfdb475da60a035a6c6470edd,1156013200101890010,0,0,0,1,False,4,
224a017998ceecd810f154958ae99cfcb4ebaacea4fedd9465c7a3dac5ed57cb,4167025023105750030,1,3,0,3,False,4,
224f77f4211c10f4b5667a72e0d18d258a57811ebb58a54390d2509e34909cbb,4145010800107280000,1,4,0,4,False,4,
2270be02d3d641b2ca4f25362e9a88343e10c973cfd543d27e1701f934f10c28,1138010400103270044,1,1,0,1,False,4,
22ce54183018a0fc7430ec5c784e8fc1a050a5d9242e3693f3ce31a46d6bfd18,4148037024106670003,1,2,0,2,False,4,
23000f2795c9db798a504845181544db1f83e2257d2be7faccf3ab2f52ab18e7,2820010100111830032,0,0,0,1,False,4,
23c86efb26a619ed0b0e43b48c5553bcf907476fa16b2fd2ba7ed7a1686ec474,1121510300100570017,1,1,0,1,False,4,
23ece9dd7a2f7255f814a13b24168146f5c941094ec0eb83a0839fa795a7dbbe,2671025330104090004,1,3,0,3,False,4,
248d09a48eb5a730e55d0dc0b98431983ff5b1f266b50b8022090d2f148946d5,1233011400109490000,1,9,0,5,False,4,
2497428f9ed68a3a36f5ab4a89868ab941b05b670ad327d55b3ee5c5003bf3e4,3017011100103440028,0,0,0,1,False,4,
24a40d1b163fb422e3a0ff4e4f8d73a5ecb3e34f089002b03e9b3cdc355b6d4b,5011013600118210001,1,7,0,6,False,4,
24e2381dcf9aa9135d64b056c344016a60f9b5b3b67cc6dc616b96125c5431b0,5211113800103390000,1,0,2,1,False,4,
24f96583a5409a5fc4822fe765bcdc3924f45824d1e1e50e9025fdbd02d64d34,4161012000106350011,0,0,0,1,False,4,
251f7bab1d15fe8cb7f80d6d2b3267c8461c7f9b2dd6bed13521f5dd422262a9,3111010400103150038,0,0,0,1,False,4,
25247dc813d7b1a04e8449043402c829d89d0186d9863b5f37e8e52212f543e7,1129013800102190057,1,1,0,1,False,4,
25374b735e646739ec0c870298ddaea8e4c4114250af07ea6c225cd551c26d9b,4874025022109740000,1,6,0,3,False,4,
2543b95dc5be8f9e7325b721fa2e37a1ff8392b60965e76f9b65f3a5f4b0ec4f,2827510400107420018,0,0,0,2,False,4,
25597d1fa1a037f30bfbefa382fba450d812eb9e1b3120f6297b577bff3648b5,1221011000105430024,0,0,0,1,False,4,
25693626f4c01ac91aef0657a87f12fe314d6982789fdd2760407c0fe0497b7c,4421037021115500015,0,0,0,1,False,4,
256dddade6e550338163e8e32f66e931deb935f67cd6489d5f9e6612d6b3c0ef,4713010800105850000,0,0,0,10,False,4,
25d143ab4704b0e19a13ec5b4fce7bb7ef7a12a7a8b843091b6e0c171cdb9e22,2824510500100470002,0,0,0,1,False,4,
2607b15a013348fd4a967be675b87c3ccb8d1cddad21610c3b3ae43433f838cc,1150010200103650211,1,1,0,1,False,4,
262223a0707f17257831273fa5c4471d9ead10e800c17afca6437c2e06534047,4159025925104850022,,,,0,False,,no_housing
