sido_name,sigungu_name,sigungu_code,land_category,region_type,n,n_tiny,n_body,n_large,n_below_floor,area_p25,area_p75,area_p90,tiny_aux,delta_mean_large,delta_median_large,ci_lo_large,ci_hi_large,direction_large,delta_mean_tiny,delta_median_tiny,ci_lo_tiny,ci_hi_tiny,direction_tiny
강원특별자치도,춘천시,51110,답,urban_rural,2105,447,1051,212,81,218.0,1409.0,2360.0,True,-0.5552,-0.4718,-0.5371,-0.4065,lower,0.7761,0.9919,0.6347,1.2458,higher
강원특별자치도,춘천시,51110,대,urban_rural,1435,287,717,144,72,76.25,385.5,614.0,True,-0.2037,-0.2323,-0.4263,-0.0293,lower,0.0681,0.3868,0.1293,0.6627,higher
강원특별자치도,춘천시,51110,전,urban_rural,4364,880,2182,437,211,183.52,1055.5,2048.7,True,-0.5235,-0.5772,-0.6133,-0.5333,lower,0.7678,0.7785,0.5666,1.0001,higher
강원특별자치도,원주시,51130,대,urban_rural,1951,372,971,197,121,63.0,380.0,654.0,True,-0.1649,-0.6014,-0.6868,-0.4896,lower,0.0867,-0.0119,-0.1103,0.0944,neutral
강원특별자치도,원주시,51130,전,urban_rural,4250,930,2126,425,134,278.0,1329.0,2295.3,True,-0.3869,-0.4902,-0.5327,-0.43,lower,0.5662,0.3235,0.2216,0.4444,higher
강원특별자치도,강릉시,51150,대,urban_rural,1363,270,678,137,74,76.0,401.5,652.6,True,-0.2907,-0.3963,-0.4821,-0.2108,lower,0.2863,0.4104,0.225,0.7749,higher
강원특별자치도,강릉시,51150,전,urban_rural,3099,641,1548,310,135,256.0,1309.0,2504.6,True,-0.4757,-0.6667,-0.6991,-0.6162,lower,0.5965,0.4902,0.2771,0.7114,higher
강원특별자치도,동해시,51170,답,prov_city,193,33,96,20,16,232.0,1326.0,2217.4,True,-0.6386,-0.586,-0.7711,-0.32,lower,0.6401,1.9209,0.564,3.1154,higher
강원특별자치도,동해시,51170,대,prov_city,606,128,302,61,24,55.25,307.3,518.85,True,0.2525,-0.2031,-0.4313,0.0034,neutral,-0.1894,-0.1266,-0.2605,0.0152,neutral
강원특별자치도,동해시,51170,전,prov_city,572,97,286,58,46,136.75,945.25,1586.1,True,-0.3264,-0.4923,-0.6275,-0.1635,lower,0.3305,0.4737,0.0718,0.7447,higher
강원특별자치도,태백시,51190,대,prov_city,259,52,128,26,14,55.0,271.5,585.2,True,-0.2857,-0.3283,-0.6214,0.3493,neutral,0.7823,0.4036,-0.0735,1.1385,neutral
강원특별자치도,태백시,51190,전,prov_city,380,85,190,38,10,310.0,2150.88,4445.4,True,-0.7063,-0.4068,-0.5976,-0.25,lower,1.2337,1.3051,0.4415,3.6105,higher
강원특별자치도,속초시,51210,대,prov_city,531,67,262,54,69,21.0,162.0,345.0,True,-0.1781,-0.3248,-0.6663,0.0996,neutral,0.0751,0.0418,-0.2063,0.3916,neutral
강원특별자치도,속초시,51210,전,prov_city,295,47,147,30,27,123.5,915.5,1548.2,True,-0.5046,-0.3033,-0.5583,0.2222,neutral,0.4738,0.9953,0.291,2.0129,higher
강원특별자치도,삼척시,51230,전,urban_rural,1568,367,785,157,25,353.25,1954.0,3682.0,True,-0.7447,-0.6154,-0.6923,-0.5,lower,0.5313,0.3846,0.1481,0.7693,higher
강원특별자치도,홍천군,51720,대,gun,1182,256,590,126,40,108.25,432.85,660.0,True,-0.3381,-0.1604,-0.2573,-0.0055,lower,0.6374,0.5294,0.2475,0.7283,higher
강원특별자치도,홍천군,51720,전,gun,6021,1377,3012,603,131,300.0,1322.0,2574.0,True,-0.4447,-0.4488,-0.4848,-0.4098,lower,0.3078,0.0551,-0.0156,0.0986,neutral
강원특별자치도,횡성군,51730,대,gun,1036,239,515,104,24,155.0,502.0,712.0,True,-0.4116,-0.1685,-0.2609,-0.05,lower,0.2642,0.1461,-0.011,0.4406,neutral
강원특별자치도,횡성군,51730,전,gun,5184,1225,2592,519,71,340.75,1502.25,2810.28,True,-0.336,-0.3571,-0.3793,-0.3148,lower,0.2678,0.0714,0.0172,0.1111,higher
강원특별자치도,영월군,51750,대,gun,901,214,448,91,14,109.0,427.9,660.0,True,-0.3962,-0.1624,-0.3222,0.1509,neutral,0.6789,0.1795,0.0534,0.3963,higher
강원특별자치도,영월군,51750,전,gun,4050,955,2021,406,62,330.0,1653.0,3050.0,True,-0.3428,-0.2581,-0.3548,-0.1613,lower,0.2064,0.0645,-0.0008,0.1333,neutral
강원특별자치도,평창군,51760,대,gun,957,223,474,96,21,132.0,397.0,611.4,True,-0.1232,-0.029,-0.1528,0.2348,neutral,0.5352,0.5507,0.3043,0.937,higher
강원특별자치도,평창군,51760,전,gun,5984,1405,2991,600,94,364.0,1769.0,3408.0,True,-0.308,-0.2826,-0.3261,-0.2174,lower,0.3114,0.1304,0.0638,0.2222,higher
강원특별자치도,정선군,51770,대,gun,473,105,237,50,14,84.0,433.8,660.0,True,-0.1864,-0.5303,-0.622,-0.12,lower,1.0838,1.6364,0.9229,2.7278,higher
강원특별자치도,정선군,51770,전,gun,2606,630,1296,261,28,496.0,2734.75,5482.5,True,-0.4703,-0.3182,-0.4091,-0.2857,lower,0.7839,0.2727,0.1304,0.4286,higher
강원특별자치도,철원군,51780,대,gun,551,128,275,56,10,104.5,440.5,638.0,True,-0.3482,-0.3029,-0.4091,-0.0842,lower,0.1021,0.1731,-0.0249,0.4396,neutral
강원특별자치도,철원군,51780,전,gun,1384,310,692,139,36,261.75,1773.75,4013.4,True,-0.6269,-0.4048,-0.5116,-0.3333,lower,0.1654,0.2143,0.0698,0.4737,higher
강원특별자치도,화천군,51790,대,gun,277,66,137,28,5,122.0,493.0,692.4,True,-0.5342,-0.3023,-0.5213,0.068,neutral,0.9971,1.1163,0.4047,3.1337,higher
강원특별자치도,화천군,51790,전,gun,1224,297,612,123,9,406.25,1913.25,3676.0,True,-0.4397,-0.375,-0.5263,-0.2632,lower,0.2529,0.075,-0.0488,0.2821,neutral
강원특별자치도,양구군,51800,대,gun,460,112,228,47,5,132.0,406.15,660.0,True,-0.7389,-0.4958,-0.7727,-0.3036,lower,0.4618,0.4118,0.1376,0.8202,higher
강원특별자치도,양구군,51800,전,gun,2225,543,1112,223,14,662.0,4375.7,8113.08,True,-0.6771,-0.5,-0.6,-0.4,lower,1.4612,3.0,2.0,4.0,higher
강원특별자치도,인제군,51810,답,gun,581,134,290,59,12,378.0,1992.6,3300.0,True,-0.4569,-0.1951,-0.2727,-0.0684,lower,0.993,0.8659,0.3845,1.3418,higher
강원특별자치도,인제군,51810,대,gun,462,101,231,47,16,89.0,370.0,596.9,True,-0.3817,-0.2162,-0.4041,0.0,neutral,0.5461,1.2072,0.3613,1.8806,higher
강원특별자치도,인제군,51810,전,gun,1665,393,831,167,34,330.0,1653.0,3332.0,True,-0.5021,-0.4468,-0.5192,-0.3478,lower,0.3007,0.2766,0.1091,0.3556,higher
강원특별자치도,고성군,51820,대,gun,492,97,244,50,28,66.0,439.68,581.21,True,-0.2797,-0.1632,-0.3439,-0.0331,lower,0.4237,0.7686,0.5148,1.3418,higher
강원특별자치도,고성군,51820,전,gun,845,181,421,85,32,262.0,1408.0,2511.0,True,-0.7915,-0.5846,-0.658,-0.5094,lower,0.4906,0.4923,0.1446,0.8929,higher
강원특별자치도,양양군,51830,답,gun,1007,223,502,101,31,400.0,1977.0,3163.8,True,-0.1098,-0.25,-0.3443,-0.0984,lower,0.5322,0.0167,-0.15,0.3115,neutral
강원특별자치도,양양군,51830,대,gun,596,133,296,60,18,100.0,541.1,682.0,True,0.1373,0.5764,0.2546,0.9225,higher,0.5129,0.7934,0.2101,1.1635,higher
강원특별자치도,양양군,51830,전,gun,1666,347,832,167,71,204.0,1035.0,1747.0,True,-0.5187,-0.5982,-0.6822,-0.4769,lower,0.3984,0.0959,-0.0447,0.3866,neutral
전북특별자치도,전주시 완산구,52111,답,urban_rural,452,71,226,46,42,234.5,1469.0,2378.7,True,-0.3602,-0.3445,-0.4801,-0.0352,lower,0.5777,0.4656,-0.0156,1.2526,neutral
전북특별자치도,전주시 완산구,52111,대,urban_rural,1064,174,530,107,94,35.0,235.5,432.34,True,-0.0405,-0.2305,-0.5281,0.148,neutral,0.2037,0.0111,-0.2101,0.2034,neutral
전북특별자치도,전주시 완산구,52111,전,urban_rural,390,59,194,39,39,107.25,723.0,1400.3,True,-0.2,-0.1382,-0.3685,0.3105,neutral,1.0376,0.6625,0.1242,1.3852,higher
전북특별자치도,전주시 덕진구,52113,답,urban_rural,1033,229,516,104,30,460.0,2399.0,3840.16,True,-0.4879,-0.396,-0.4936,-0.2727,lower,1.4322,0.5034,0.2285,0.966,higher
전북특별자치도,전주시 덕진구,52113,전,urban_rural,803,128,401,81,73,138.0,1066.0,1809.0,True,-0.2438,-0.3524,-0.4752,0.1533,neutral,0.7689,1.319,0.5377,2.2917,higher
전북특별자치도,군산시,52130,대,urban_rural,2200,486,1100,221,65,120.0,422.0,631.0,True,0.2303,-0.2087,-0.3834,0.0878,neutral,0.0991,0.0121,-0.2606,0.2634,neutral
전북특별자치도,군산시,52130,전,urban_rural,2185,436,1095,219,111,166.0,783.0,1223.6,True,-0.1983,-0.32,-0.4079,-0.2,lower,0.555,0.4533,0.2105,0.6806,higher
전북특별자치도,익산시,52140,대,urban_rural,2027,417,1017,203,91,72.0,380.0,619.4,True,-0.1086,-0.1023,-0.2561,0.0625,neutral,0.7089,0.9205,0.5281,1.65,higher
전북특별자치도,익산시,52140,전,urban_rural,4064,869,2026,409,155,198.0,1068.0,1775.0,True,-0.3074,0.0,-0.0513,0.0789,neutral,0.3626,0.1538,0.0976,0.3077,higher
전북특별자치도,정읍시,52180,전,urban_rural,4260,973,2126,426,96,291.0,1299.75,2172.13,True,-0.3384,0.0526,0.0,0.1667,neutral,0.9606,0.2632,0.15,0.3342,higher
전북특별자치도,남원시,52190,전,urban_rural,3139,720,1572,315,65,249.0,1058.0,1719.0,True,-0.2513,0.0,-0.0556,0.1111,neutral,0.5926,0.1667,0.1111,0.2778,higher
전북특별자치도,김제시,52210,전,urban_rural,3985,882,1995,400,115,222.4,1018.0,1749.0,True,-0.1307,0.0645,-0.0312,0.1452,neutral,0.3033,0.0968,0.0,0.1613,neutral
전북특별자치도,완주군,52710,대,gun,1566,352,782,157,40,116.25,431.93,679.5,True,0.7851,0.3372,0.0487,0.9432,higher,-0.0505,-0.0436,-0.1879,0.1179,neutral
전북특별자치도,완주군,52710,전,gun,3553,774,1773,356,119,235.0,1053.0,1910.2,True,-0.3588,-0.2639,-0.3425,-0.1857,lower,0.2358,0.2222,0.0914,0.3913,higher
전북특별자치도,진안군,52720,대,gun,682,154,340,71,17,119.75,406.75,595.0,True,0.0248,0.1538,-0.2195,0.4872,neutral,0.4129,0.2308,-0.0244,0.4055,neutral
전북특별자치도,진안군,52720,전,gun,2030,474,1011,203,37,314.0,1281.5,2194.5,True,-0.2606,-0.0556,-0.1667,0.0,neutral,0.2123,0.1667,0.0526,0.2941,higher
전북특별자치도,무주군,52730,대,gun,587,134,293,60,13,111.0,421.0,648.0,True,0.427,0.2131,-0.2302,1.0984,neutral,0.6975,0.5246,0.1769,0.8855,higher
전북특별자치도,무주군,52730,전,gun,2266,519,1131,227,49,338.0,1431.75,2312.5,True,-0.2618,-0.125,-0.1667,0.0,neutral,0.1378,0.0833,0.0,0.2273,neutral
전북특별자치도,장수군,52740,대,gun,477,107,236,49,15,76.0,367.0,530.0,True,-0.3719,-0.2432,-0.4444,-0.027,lower,0.5419,0.3514,0.0232,0.5589,higher
전북특별자치도,장수군,52740,전,gun,1409,332,703,141,22,291.0,1142.0,2010.4,True,-0.0942,0.0667,-0.1252,0.2857,neutral,0.3011,0.1333,0.0,0.3333,neutral
전북특별자치도,임실군,52750,대,gun,933,214,466,94,20,128.3,433.0,616.8,True,-0.1363,-0.1807,-0.3182,0.0976,neutral,0.5575,0.0602,-0.1163,0.3929,neutral
전북특별자치도,임실군,52750,전,gun,2382,539,1190,239,57,262.25,1235.25,2125.0,True,-0.2943,-0.0625,-0.1667,0.0,neutral,0.4684,0.3125,0.1765,0.4667,higher
전북특별자치도,순창군,52770,대,gun,619,148,310,62,7,137.85,446.0,629.4,True,0.1881,-0.2063,-0.3287,0.1167,neutral,0.9904,0.5714,0.194,0.9109,higher
전북특별자치도,순창군,52770,전,gun,1908,458,949,191,24,324.0,1366.0,2269.0,True,-0.2154,0.0714,-0.1429,0.1538,neutral,0.3932,0.2857,0.1333,0.4231,higher
전북특별자치도,고창군,52790,대,gun,1610,390,804,161,15,145.0,456.0,671.3,True,-0.3758,-0.2121,-0.3529,-0.0476,lower,0.2955,0.1667,0.0,0.3636,neutral
전북특별자치도,부안군,52800,대,gun,1297,308,643,131,23,132.0,423.0,628.0,True,0.2378,-0.1167,-0.2833,0.1091,neutral,0.3549,0.3167,0.0,0.569,neutral
전북특별자치도,부안군,52800,전,gun,3179,727,1589,318,68,297.5,1144.5,1907.2,True,-0.268,-0.0909,-0.1429,0.0,neutral,0.3488,0.3636,0.2,0.4545,higher
