법정동코드,기준연월,시도명,시군구명,읍면동명,리명,계
1111010100,2026-03-31,서울특별시,종로구,청운동,,2250
1111010200,2026-03-31,서울특별시,종로구,신교동,,1273
1111010300,2026-03-31,서울특별시,종로구,궁정동,,189
1111010400,2026-03-31,서울특별시,종로구,효자동,,519
1111010500,2026-03-31,서울특별시,종로구,창성동,,363
1111010600,2026-03-31,서울특별시,종로구,통의동,,304
1111010700,2026-03-31,서울특별시,종로구,적선동,,24
1111010800,2026-03-31,서울특별시,종로구,통인동,,648
1111010900,2026-03-31,서울특별시,종로구,누상동,,3027
1111011000,2026-03-31,서울특별시,종로구,누하동,,701
1111011100,2026-03-31,서울특별시,종로구,옥인동,,1829
1111011200,2026-03-31,서울특별시,종로구,체부동,,673
1111011300,2026-03-31,서울특별시,종로구,필운동,,930
1111011400,2026-03-31,서울특별시,종로구,내자동,,72
1111011500,2026-03-31,서울특별시,종로구,사직동,,3102
1111011600,2026-03-31,서울특별시,종로구,도렴동,,1
1111011700,2026-03-31,서울특별시,종로구,당주동,,291
1111011800,2026-03-31,서울특별시,종로구,내수동,,2725
1111012000,2026-03-31,서울특별시,종로구,신문로1가,,72
1111012100,2026-03-31,서울특별시,종로구,신문로2가,,699
1111012200,2026-03-31,서울특별시,종로구,청진동,,58
1111012300,2026-03-31,서울특별시,종로구,서린동,,2
1111012400,2026-03-31,서울특별시,종로구,수송동,,270
1111012500,2026-03-31,서울특별시,종로구,중학동,,4
1111012600,2026-03-31,서울특별시,종로구,종로1가,,112
1111012700,2026-03-31,서울특별시,종로구,공평동,,1
1111012800,2026-03-31,서울특별시,종로구,관훈동,,77
1111012900,2026-03-31,서울특별시,종로구,견지동,,243
1111013000,2026-03-31,서울특별시,종로구,와룡동,,86
1111013100,2026-03-31,서울특별시,종로구,권농동,,98
1111013200,2026-03-31,서울특별시,종로구,운니동,,156
1111013300,2026-03-31,서울특별시,종로구,익선동,,1005
1111013400,2026-03-31,서울특별시,종로구,경운동,,255
1111013500,2026-03-31,서울특별시,종로구,관철동,,314
1111013600,2026-03-31,서울특별시,종로구,인사동,,73
1111013700,2026-03-31,서울특별시,종로구,낙원동,,825
1111013800,2026-03-31,서울특별시,종로구,종로2가,,64
1111013900,2026-03-31,서울특별시,종로구,팔판동,,268
1111014000,2026-03-31,서울특별시,종로구,삼청동,,1170
1111014100,2026-03-31,서울특별시,종로구,안국동,,239
1111014200,2026-03-31,서울특별시,종로구,소격동,,122
1111014300,2026-03-31,서울특별시,종로구,화동,,180
1111014400,2026-03-31,서울특별시,종로구,사간동,,116
1111014600,2026-03-31,서울특별시,종로구,가회동,,887
1111014700,2026-03-31,서울특별시,종로구,재동,,77
1111014800,2026-03-31,서울특별시,종로구,계동,,918
1111014900,2026-03-31,서울특별시,종로구,원서동,,1685
1111015100,2026-03-31,서울특별시,종로구,묘동,,23
1111015200,2026-03-31,서울특별시,종로구,봉익동,,53
1111015300,2026-03-31,서울특별시,종로구,돈의동,,758
1111015400,2026-03-31,서울특별시,종로구,장사동,,74
1111015500,2026-03-31,서울특별시,종로구,관수동,,366
1111015600,2026-03-31,서울특별시,종로구,종로3가,,127
1111015700,2026-03-31,서울특별시,종로구,인의동,,1101
1111015800,2026-03-31,서울특별시,종로구,예지동,,27
1111015900,2026-03-31,서울특별시,종로구,원남동,,488
1111016000,2026-03-31,서울특별시,종로구,연지동,,1032
1111016100,2026-03-31,서울특별시,종로구,종로4가,,19
1111016200,2026-03-31,서울특별시,종로구,효제동,,870
1111016300,2026-03-31,서울특별시,종로구,종로5가,,234
1111016400,2026-03-31,서울특별시,종로구,종로6가,,445
1111016500,2026-03-31,서울특별시,종로구,이화동,,1658
1111016600,2026-03-31,서울특별시,종로구,연건동,,1813
1111016700,2026-03-31,서울특별시,종로구,충신동,,2840
1111016800,2026-03-31,서울특별시,종로구,동숭동,,3578
1111016900,2026-03-31,서울특별시,종로구,혜화동,,3177
1111017000,2026-03-31,서울특별시,종로구,명륜1가,,4190
1111017100,2026-03-31,서울특별시,종로구,명륜2가,,3009
1111017200,2026-03-31,서울특별시,종로구,명륜4가,,792
1111017300,2026-03-31,서울특별시,종로구,명륜3가,,4576
1111017400,2026-03-31,서울특별시,종로구,창신동,,17616
1111017500,2026-03-31,서울특별시,종로구,숭인동,,15938
1111017600,2026-03-31,서울특별시,종로구,교남동,,530
1111017700,2026-03-31,서울특별시,종로구,평동,,1533
1111017800,2026-03-31,서울특별시,종로구,송월동,,875
1111017900,2026-03-31,서울특별시,종로구,홍파동,,1543
1111018000,2026-03-31,서울특별시,종로구,교북동,,946
1111018100,2026-03-31,서울특별시,종로구,행촌동,,4035
1111018200,2026-03-31,서울특별시,종로구,구기동,,5621
1111018300,2026-03-31,서울특별시,종로구,평창동,,11365
1111018400,2026-03-31,서울특별시,종로구,부암동,,3985
1111018500,2026-03-31,서울특별시,종로구,홍지동,,1562
1111018600,2026-03-31,서울특별시,종로구,신영동,,3327
1111018700,2026-03-31,서울특별시,종로구,무악동,,7694
1114010100,2026-03-31,서울특별시,중구,무교동,,7
1114010200,2026-03-31,서울특별시,중구,다동,,43
1114010300,2026-03-31,서울특별시,중구,태평로1가,,4
1114010500,2026-03-31,서울특별시,중구,을지로2가,,51
1114010700,2026-03-31,서울특별시,중구,삼각동,,5
1114010900,2026-03-31,서울특별시,중구,장교동,,2
1114011100,2026-03-31,서울특별시,중구,소공동,,1
1114011200,2026-03-31,서울특별시,중구,남창동,,363
1114011300,2026-03-31,서울특별시,중구,북창동,,188
1114011400,2026-03-31,서울특별시,중구,태평로2가,,53
1114011500,2026-03-31,서울특별시,중구,남대문로2가,,1
1114011600,2026-03-31,서울특별시,중구,남대문로3가,,8
1114011700,2026-03-31,서울특별시,중구,남대문로4가,,4
1114011800,2026-03-31,서울특별시,중구,남대문로5가,,607
1114011900,2026-03-31,서울특별시,중구,봉래동1가,,11
1114012100,2026-03-31,서울특별시,중구,회현동1가,,3083
1114012200,2026-03-31,서울특별시,중구,회현동2가,,799
1114012300,2026-03-31,서울특별시,중구,회현동3가,,38
1114012400,2026-03-31,서울특별시,중구,충무로1가,,10
1114012500,2026-03-31,서울특별시,중구,충무로2가,,269
1114012600,2026-03-31,서울특별시,중구,명동1가,,4
1114012700,2026-03-31,서울특별시,중구,명동2가,,507
1114012800,2026-03-31,서울특별시,중구,남산동1가,,127
1114012900,2026-03-31,서울특별시,중구,남산동2가,,485
1114013000,2026-03-31,서울특별시,중구,남산동3가,,31
1114013100,2026-03-31,서울특별시,중구,저동1가,,4
1114013200,2026-03-31,서울특별시,중구,충무로4가,,1468
1114013300,2026-03-31,서울특별시,중구,충무로5가,,612
1114013400,2026-03-31,서울특별시,중구,인현동2가,,1152
1114013500,2026-03-31,서울특별시,중구,예관동,,18
1114013600,2026-03-31,서울특별시,중구,묵정동,,1247
1114013700,2026-03-31,서울특별시,중구,필동1가,,178
1114013800,2026-03-31,서울특별시,중구,필동2가,,837
1114013900,2026-03-31,서울특별시,중구,필동3가,,962
1114014000,2026-03-31,서울특별시,중구,남학동,,31
1114014100,2026-03-31,서울특별시,중구,주자동,,21
1114014200,2026-03-31,서울특별시,중구,예장동,,761
1114014300,2026-03-31,서울특별시,중구,장충동1가,,1703
1114014400,2026-03-31,서울특별시,중구,장충동2가,,2849
1114014500,2026-03-31,서울특별시,중구,광희동1가,,353
1114014600,2026-03-31,서울특별시,중구,광희동2가,,797
1114014700,2026-03-31,서울특별시,중구,쌍림동,,571
1114014800,2026-03-31,서울특별시,중구,을지로6가,,181
1114014900,2026-03-31,서울특별시,중구,을지로7가,,38
1114015000,2026-03-31,서울특별시,중구,을지로4가,,118
1114015100,2026-03-31,서울특별시,중구,을지로5가,,413
1114015200,2026-03-31,서울특별시,중구,주교동,,236
1114015300,2026-03-31,서울특별시,중구,방산동,,40
1114015400,2026-03-31,서울특별시,중구,오장동,,686
1114015500,2026-03-31,서울특별시,중구,을지로3가,,190
1114015600,2026-03-31,서울특별시,중구,입정동,,1534
1114015700,2026-03-31,서울특별시,중구,산림동,,135
1114015800,2026-03-31,서울특별시,중구,충무로3가,,255
1114015900,2026-03-31,서울특별시,중구,초동,,52
1114016000,2026-03-31,서울특별시,중구,인현동1가,,69
1114016100,2026-03-31,서울특별시,중구,저동2가,,251
1114016200,2026-03-31,서울특별시,중구,신당동,,63704
1114016300,2026-03-31,서울특별시,중구,흥인동,,2421
1114016400,2026-03-31,서울특별시,중구,무학동,,204
1114016500,2026-03-31,서울특별시,중구,황학동,,13166
1114016600,2026-03-31,서울특별시,중구,서소문동,,21
1114016700,2026-03-31,서울특별시,중구,정동,,499
1114016800,2026-03-31,서울특별시,중구,순화동,,1181
1114016900,2026-03-31,서울특별시,중구,의주로1가,,254
1114017100,2026-03-31,서울특별시,중구,중림동,,6080
1114017200,2026-03-31,서울특별시,중구,의주로2가,,8
1114017300,2026-03-31,서울특별시,중구,만리동1가,,1273
1114017400,2026-03-31,서울특별시,중구,만리동2가,,4488
1117010100,2026-03-31,서울특별시,용산구,후암동,,15655
1117010200,2026-03-31,서울특별시,용산구,용산동2가,,8444
1117010300,2026-03-31,서울특별시,용산구,용산동4가,,2
1117010400,2026-03-31,서울특별시,용산구,갈월동,,2994
1117010500,2026-03-31,서울특별시,용산구,남영동,,567
1117010700,2026-03-31,서울특별시,용산구,동자동,,3437
1117010800,2026-03-31,서울특별시,용산구,서계동,,4899
1117010900,2026-03-31,서울특별시,용산구,청파동1가,,6959
1117011000,2026-03-31,서울특별시,용산구,청파동2가,,3264
1117011100,2026-03-31,서울특별시,용산구,청파동3가,,3593
1117011200,2026-03-31,서울특별시,용산구,원효로1가,,6822
1117011300,2026-03-31,서울특별시,용산구,원효로2가,,1804
1117011400,2026-03-31,서울특별시,용산구,신창동,,2206
1117011500,2026-03-31,서울특별시,용산구,산천동,,4749
1117011600,2026-03-31,서울특별시,용산구,청암동,,637
1117011700,2026-03-31,서울특별시,용산구,원효로3가,,2139
1117011800,2026-03-31,서울특별시,용산구,원효로4가,,3638
1117011900,2026-03-31,서울특별시,용산구,효창동,,10393
1117012000,2026-03-31,서울특별시,용산구,도원동,,5170
1117012100,2026-03-31,서울특별시,용산구,용문동,,5863
1117012200,2026-03-31,서울특별시,용산구,문배동,,5780
1117012300,2026-03-31,서울특별시,용산구,신계동,,2606
1117012400,2026-03-31,서울특별시,용산구,한강로1가,,3148
1117012500,2026-03-31,서울특별시,용산구,한강로2가,,7430
1117012600,2026-03-31,서울특별시,용산구,용산동3가,,238
1117012700,2026-03-31,서울특별시,용산구,용산동5가,,2283
1117012800,2026-03-31,서울특별시,용산구,한강로3가,,7733
1117012900,2026-03-31,서울특별시,용산구,이촌동,,32622
1117013000,2026-03-31,서울특별시,용산구,이태원동,,14005
1117013100,2026-03-31,서울특별시,용산구,한남동,,13724
1117013200,2026-03-31,서울특별시,용산구,동빙고동,,5791
1117013300,2026-03-31,서울특별시,용산구,서빙고동,,5574
1117013400,2026-03-31,서울특별시,용산구,주성동,,797
1117013600,2026-03-31,서울특별시,용산구,보광동,,5996
1120010100,2026-03-31,서울특별시,성동구,상왕십리동,,3627
1120010200,2026-03-31,서울특별시,성동구,하왕십리동,,29580
1120010300,2026-03-31,서울특별시,성동구,홍익동,,3384
1120010400,2026-03-31,서울특별시,성동구,도선동,,4580
1120010500,2026-03-31,서울특별시,성동구,마장동,,21425
1120010600,2026-03-31,서울특별시,성동구,사근동,,6654
1120010700,2026-03-31,서울특별시,성동구,행당동,,43481
1120010800,2026-03-31,서울특별시,성동구,응봉동,,14375
1120010900,2026-03-31,서울특별시,성동구,금호동1가,,14264
1120011000,2026-03-31,서울특별시,성동구,금호동2가,,9028
1120011100,2026-03-31,서울특별시,성동구,금호동3가,,11528
1120011200,2026-03-31,서울특별시,성동구,금호동4가,,13791
1120011300,2026-03-31,서울특별시,성동구,옥수동,,25190
1120011400,2026-03-31,서울특별시,성동구,성수동1가,,29048
1120011500,2026-03-31,서울특별시,성동구,성수동2가,,22960
1120011800,2026-03-31,서울특별시,성동구,송정동,,9161
1120012200,2026-03-31,서울특별시,성동구,용답동,,13017
1121510100,2026-03-31,서울특별시,광진구,중곡동,,76600
1121510200,2026-03-31,서울특별시,광진구,능동,,10735
1121510300,2026-03-31,서울특별시,광진구,구의동,,75150
1121510400,2026-03-31,서울특별시,광진구,광장동,,32912
1121510500,2026-03-31,서울특별시,광진구,자양동,,94259
1121510700,2026-03-31,서울특별시,광진구,화양동,,22945
1121510900,2026-03-31,서울특별시,광진구,군자동,,18522
1123010100,2026-03-31,서울특별시,동대문구,신설동,,4029
1123010200,2026-03-31,서울특별시,동대문구,용두동,,34981
1123010300,2026-03-31,서울특별시,동대문구,제기동,,22213
1123010400,2026-03-31,서울특별시,동대문구,전농동,,49658
1123010500,2026-03-31,서울특별시,동대문구,답십리동,,54488
1123010600,2026-03-31,서울특별시,동대문구,장안동,,69849
1123010700,2026-03-31,서울특별시,동대문구,청량리동,,17747
1123010800,2026-03-31,서울특별시,동대문구,회기동,,10319
1123010900,2026-03-31,서울특별시,동대문구,휘경동,,40379
1123011000,2026-03-31,서울특별시,동대문구,이문동,,47879
1126010100,2026-03-31,서울특별시,중랑구,면목동,,129786
1126010200,2026-03-31,서울특별시,중랑구,상봉동,,44400
1126010300,2026-03-31,서울특별시,중랑구,중화동,,43419
1126010400,2026-03-31,서울특별시,중랑구,묵동,,50464
1126010500,2026-03-31,서울특별시,중랑구,망우동,,53144
1126010600,2026-03-31,서울특별시,중랑구,신내동,,55452
1129010100,2026-03-31,서울특별시,성북구,성북동,,9892
1129010200,2026-03-31,서울특별시,성북구,성북동1가,,1825
1129010300,2026-03-31,서울특별시,성북구,돈암동,,37109
1129010400,2026-03-31,서울특별시,성북구,동소문동1가,,925
1129010500,2026-03-31,서울특별시,성북구,동소문동2가,,462
1129010600,2026-03-31,서울특별시,성북구,동소문동3가,,134
1129010700,2026-03-31,서울특별시,성북구,동소문동4가,,2892
1129010800,2026-03-31,서울특별시,성북구,동소문동5가,,1108
1129010900,2026-03-31,서울특별시,성북구,동소문동6가,,1998
1129011000,2026-03-31,서울특별시,성북구,동소문동7가,,2204
1129011100,2026-03-31,서울특별시,성북구,삼선동1가,,4005
1129011200,2026-03-31,서울특별시,성북구,삼선동2가,,5456
1129011300,2026-03-31,서울특별시,성북구,삼선동3가,,3622
1129011400,2026-03-31,서울특별시,성북구,삼선동4가,,3229
1129011500,2026-03-31,서울특별시,성북구,삼선동5가,,3587
1129011600,2026-03-31,서울특별시,성북구,동선동1가,,1176
1129011700,2026-03-31,서울특별시,성북구,동선동2가,,2183
1129011800,2026-03-31,서울특별시,성북구,동선동3가,,2910
1129011900,2026-03-31,서울특별시,성북구,동선동4가,,1979
1129012000,2026-03-31,서울특별시,성북구,동선동5가,,1993
1129012100,2026-03-31,서울특별시,성북구,안암동1가,,3813
1129012200,2026-03-31,서울특별시,성북구,안암동2가,,2362
1129012300,2026-03-31,서울특별시,성북구,안암동3가,,4144
1129012400,2026-03-31,서울특별시,성북구,안암동4가,,981
1129012500,2026-03-31,서울특별시,성북구,안암동5가,,4316
1129012600,2026-03-31,서울특별시,성북구,보문동4가,,970
1129012700,2026-03-31,서울특별시,성북구,보문동5가,,1718
1129012800,2026-03-31,서울특별시,성북구,보문동6가,,5921
1129012900,2026-03-31,서울특별시,성북구,보문동7가,,1030
1129013000,2026-03-31,서울특별시,성북구,보문동1가,,1633
1129013100,2026-03-31,서울특별시,성북구,보문동2가,,2010
1129013200,2026-03-31,서울특별시,성북구,보문동3가,,2491
1129013300,2026-03-31,서울특별시,성북구,정릉동,,75218
1129013400,2026-03-31,서울특별시,성북구,길음동,,54523
1129013500,2026-03-31,서울특별시,성북구,종암동,,36796
1129013600,2026-03-31,서울특별시,성북구,하월곡동,,37526
1129013700,2026-03-31,서울특별시,성북구,상월곡동,,8993
1129013800,2026-03-31,서울특별시,성북구,장위동,,56841
1129013900,2026-03-31,서울특별시,성북구,석관동,,32803
1130510100,2026-03-31,서울특별시,강북구,미아동,,124303
1130510200,2026-03-31,서울특별시,강북구,번동,,45649
1130510300,2026-03-31,서울특별시,강북구,수유동,,98379
1130510400,2026-03-31,서울특별시,강북구,우이동,,10455
1132010500,2026-03-31,서울특별시,도봉구,쌍문동,,71324
1132010600,2026-03-31,서울특별시,도봉구,방학동,,70570
1132010700,2026-03-31,서울특별시,도봉구,창동,,112332
1132010800,2026-03-31,서울특별시,도봉구,도봉동,,44839
1135010200,2026-03-31,서울특별시,노원구,월계동,,72536
1135010300,2026-03-31,서울특별시,노원구,공릉동,,75967
1135010400,2026-03-31,서울특별시,노원구,하계동,,45011
1135010500,2026-03-31,서울특별시,노원구,상계동,,191125
1135010600,2026-03-31,서울특별시,노원구,중계동,,97848
1138010100,2026-03-31,서울특별시,은평구,수색동,,21125
1138010200,2026-03-31,서울특별시,은평구,녹번동,,35170
1138010300,2026-03-31,서울특별시,은평구,불광동,,59966
1138010400,2026-03-31,서울특별시,은평구,갈현동,,40663
1138010500,2026-03-31,서울특별시,은평구,구산동,,30576
1138010600,2026-03-31,서울특별시,은평구,대조동,,26986
1138010700,2026-03-31,서울특별시,은평구,응암동,,81470
1138010800,2026-03-31,서울특별시,은평구,역촌동,,44356
1138010900,2026-03-31,서울특별시,은평구,신사동,,44948
1138011000,2026-03-31,서울특별시,은평구,증산동,,15195
1138011400,2026-03-31,서울특별시,은평구,진관동,,53654
1141010100,2026-03-31,서울특별시,서대문구,충정로2가,,1122
1141010200,2026-03-31,서울특별시,서대문구,충정로3가,,4749
1141010300,2026-03-31,서울특별시,서대문구,합동,,1104
1141010400,2026-03-31,서울특별시,서대문구,미근동,,430
1141010500,2026-03-31,서울특별시,서대문구,냉천동,,3002
1141010600,2026-03-31,서울특별시,서대문구,천연동,,4507
1141010700,2026-03-31,서울특별시,서대문구,옥천동,,926
1141010800,2026-03-31,서울특별시,서대문구,영천동,,2938
1141010900,2026-03-31,서울특별시,서대문구,현저동,,4947
1141011000,2026-03-31,서울특별시,서대문구,북아현동,,26957
1141011100,2026-03-31,서울특별시,서대문구,홍제동,,53426
1141011200,2026-03-31,서울특별시,서대문구,대현동,,6973
1141011300,2026-03-31,서울특별시,서대문구,대신동,,1560
1141011400,2026-03-31,서울특별시,서대문구,신촌동,,874
1141011500,2026-03-31,서울특별시,서대문구,봉원동,,344
1141011600,2026-03-31,서울특별시,서대문구,창천동,,10909
1141011700,2026-03-31,서울특별시,서대문구,연희동,,33122
1141011800,2026-03-31,서울특별시,서대문구,홍은동,,50443
1141011900,2026-03-31,서울특별시,서대문구,북가좌동,,46655
1141012000,2026-03-31,서울특별시,서대문구,남가좌동,,45606
1144010100,2026-03-31,서울특별시,마포구,아현동,,28001
1144010200,2026-03-31,서울특별시,마포구,공덕동,,25131
1144010300,2026-03-31,서울특별시,마포구,신공덕동,,12242
1144010400,2026-03-31,서울특별시,마포구,도화동,,21062
1144010500,2026-03-31,서울특별시,마포구,용강동,,7499
1144010600,2026-03-31,서울특별시,마포구,토정동,,1211
1144010700,2026-03-31,서울특별시,마포구,마포동,,2637
1144010800,2026-03-31,서울특별시,마포구,대흥동,,16174
1144010900,2026-03-31,서울특별시,마포구,염리동,,17929
1144011000,2026-03-31,서울특별시,마포구,노고산동,,5676
1144011100,2026-03-31,서울특별시,마포구,신수동,,15299
1144011200,2026-03-31,서울특별시,마포구,현석동,,5006
1144011300,2026-03-31,서울특별시,마포구,구수동,,724
1144011400,2026-03-31,서울특별시,마포구,창전동,,14692
1144011500,2026-03-31,서울특별시,마포구,상수동,,7259
1144011600,2026-03-31,서울특별시,마포구,하중동,,1413
1144011700,2026-03-31,서울특별시,마포구,신정동,,1512
1144011800,2026-03-31,서울특별시,마포구,당인동,,976
1144012000,2026-03-31,서울특별시,마포구,서교동,,18974
1144012100,2026-03-31,서울특별시,마포구,동교동,,3276
1144012200,2026-03-31,서울특별시,마포구,합정동,,15562
1144012300,2026-03-31,서울특별시,마포구,망원동,,35540
1144012400,2026-03-31,서울특별시,마포구,연남동,,13819
1144012500,2026-03-31,서울특별시,마포구,성산동,,46906
1144012600,2026-03-31,서울특별시,마포구,중동,,9409
1144012700,2026-03-31,서울특별시,마포구,상암동,,29037
1147010100,2026-03-31,서울특별시,양천구,신정동,,167294
1147010200,2026-03-31,서울특별시,양천구,목동,,142209
1147010300,2026-03-31,서울특별시,양천구,신월동,,114163
1150010100,2026-03-31,서울특별시,강서구,염창동,,40940
1150010200,2026-03-31,서울특별시,강서구,등촌동,,72819
1150010300,2026-03-31,서울특별시,강서구,화곡동,,210846
1150010400,2026-03-31,서울특별시,강서구,가양동,,40990
1150010500,2026-03-31,서울특별시,강서구,마곡동,,61047
1150010600,2026-03-31,서울특별시,강서구,내발산동,,44319
1150010700,2026-03-31,서울특별시,강서구,외발산동,,948
1150010800,2026-03-31,서울특별시,강서구,공항동,,16726
1150010900,2026-03-31,서울특별시,강서구,방화동,,58788
1150011000,2026-03-31,서울특별시,강서구,개화동,,1532
1150011200,2026-03-31,서울특별시,강서구,오곡동,,6
1150011300,2026-03-31,서울특별시,강서구,오쇠동,,24
1153010100,2026-03-31,서울특별시,구로구,신도림동,,35669
1153010200,2026-03-31,서울특별시,구로구,구로동,,110513
1153010300,2026-03-31,서울특별시,구로구,가리봉동,,8808
1153010600,2026-03-31,서울특별시,구로구,고척동,,51000
1153010700,2026-03-31,서울특별시,구로구,개봉동,,80801
1153010800,2026-03-31,서울특별시,구로구,오류동,,43095
1153010900,2026-03-31,서울특별시,구로구,궁동,,13528
1153011000,2026-03-31,서울특별시,구로구,온수동,,8177
1153011100,2026-03-31,서울특별시,구로구,천왕동,,15392
1153011200,2026-03-31,서울특별시,구로구,항동,,15853
1154510100,2026-03-31,서울특별시,금천구,가산동,,25465
1154510200,2026-03-31,서울특별시,금천구,독산동,,100977
1154510300,2026-03-31,서울특별시,금천구,시흥동,,96270
1156010100,2026-03-31,서울특별시,영등포구,영등포동,,13273
1156010200,2026-03-31,서울특별시,영등포구,영등포동1가,,3989
1156010300,2026-03-31,서울특별시,영등포구,영등포동2가,,5064
1156010400,2026-03-31,서울특별시,영등포구,영등포동3가,,2096
1156010500,2026-03-31,서울특별시,영등포구,영등포동4가,,1320
1156010600,2026-03-31,서울특별시,영등포구,영등포동5가,,1724
1156010700,2026-03-31,서울특별시,영등포구,영등포동6가,,1832
1156010800,2026-03-31,서울특별시,영등포구,영등포동7가,,9828
1156010900,2026-03-31,서울특별시,영등포구,영등포동8가,,5046
1156011000,2026-03-31,서울특별시,영등포구,여의도동,,34056
1156011100,2026-03-31,서울특별시,영등포구,당산동1가,,6628
1156011200,2026-03-31,서울특별시,영등포구,당산동2가,,5459
1156011300,2026-03-31,서울특별시,영등포구,당산동3가,,9018
1156011400,2026-03-31,서울특별시,영등포구,당산동4가,,11970
1156011500,2026-03-31,서울특별시,영등포구,당산동5가,,12648
1156011600,2026-03-31,서울특별시,영등포구,당산동6가,,3562
1156011700,2026-03-31,서울특별시,영등포구,당산동,,8212
1156011800,2026-03-31,서울특별시,영등포구,도림동,,17593
1156011900,2026-03-31,서울특별시,영등포구,문래동1가,,276
1156012000,2026-03-31,서울특별시,영등포구,문래동2가,,1025
1156012100,2026-03-31,서울특별시,영등포구,문래동3가,,13291
1156012200,2026-03-31,서울특별시,영등포구,문래동4가,,1871
1156012300,2026-03-31,서울특별시,영등포구,문래동5가,,4035
1156012400,2026-03-31,서울특별시,영등포구,문래동6가,,10616
1156012500,2026-03-31,서울특별시,영등포구,양평동1가,,5029
1156012600,2026-03-31,서울특별시,영등포구,양평동2가,,7034
1156012700,2026-03-31,서울특별시,영등포구,양평동3가,,11913
1156012800,2026-03-31,서울특별시,영등포구,양평동4가,,6689
1156012900,2026-03-31,서울특별시,영등포구,양평동5가,,5830
1156013000,2026-03-31,서울특별시,영등포구,양평동6가,,4173
1156013200,2026-03-31,서울특별시,영등포구,신길동,,100661
1156013300,2026-03-31,서울특별시,영등포구,대림동,,45416
1159010100,2026-03-31,서울특별시,동작구,노량진동,,30535
1159010200,2026-03-31,서울특별시,동작구,상도동,,113075
1159010300,2026-03-31,서울특별시,동작구,상도1동,,9797
1159010400,2026-03-31,서울특별시,동작구,본동,,10323
1159010500,2026-03-31,서울특별시,동작구,흑석동,,29851
1159010600,2026-03-31,서울특별시,동작구,동작동,,5425
1159010700,2026-03-31,서울특별시,동작구,사당동,,94828
1159010800,2026-03-31,서울특별시,동작구,대방동,,33598
1159010900,2026-03-31,서울특별시,동작구,신대방동,,44804
1162010100,2026-03-31,서울특별시,관악구,봉천동,,220446
1162010200,2026-03-31,서울특별시,관악구,신림동,,240822
1162010300,2026-03-31,서울특별시,관악구,남현동,,17200
1165010100,2026-03-31,서울특별시,서초구,방배동,,95540
1165010200,2026-03-31,서울특별시,서초구,양재동,,34457
1165010300,2026-03-31,서울특별시,서초구,우면동,,26423
1165010400,2026-03-31,서울특별시,서초구,원지동,,252
1165010600,2026-03-31,서울특별시,서초구,잠원동,,58294
1165010700,2026-03-31,서울특별시,서초구,반포동,,78129
1165010800,2026-03-31,서울특별시,서초구,서초동,,105861
1165010900,2026-03-31,서울특별시,서초구,내곡동,,7912
1165011000,2026-03-31,서울특별시,서초구,염곡동,,971
1165011100,2026-03-31,서울특별시,서초구,신원동,,7701
1168010100,2026-03-31,서울특별시,강남구,역삼동,,70093
1168010300,2026-03-31,서울특별시,강남구,개포동,,88269
1168010400,2026-03-31,서울특별시,강남구,청담동,,26088
1168010500,2026-03-31,서울특별시,강남구,삼성동,,42993
1168010600,2026-03-31,서울특별시,강남구,대치동,,79933
1168010700,2026-03-31,서울특별시,강남구,신사동,,10368
1168010800,2026-03-31,서울특별시,강남구,논현동,,40745
1168011000,2026-03-31,서울특별시,강남구,압구정동,,30090
1168011100,2026-03-31,서울특별시,강남구,세곡동,,13877
1168011200,2026-03-31,서울특별시,강남구,자곡동,,28122
1168011300,2026-03-31,서울특별시,강남구,율현동,,3736
1168011400,2026-03-31,서울특별시,강남구,일원동,,46207
1168011500,2026-03-31,서울특별시,강남구,수서동,,21089
1168011800,2026-03-31,서울특별시,강남구,도곡동,,52555
1171010100,2026-03-31,서울특별시,송파구,잠실동,,104313
1171010200,2026-03-31,서울특별시,송파구,신천동,,46523
1171010300,2026-03-31,서울특별시,송파구,풍납동,,33504
1171010400,2026-03-31,서울특별시,송파구,송파동,,41966
1171010500,2026-03-31,서울특별시,송파구,석촌동,,29982
1171010600,2026-03-31,서울특별시,송파구,삼전동,,28228
1171010700,2026-03-31,서울특별시,송파구,가락동,,79868
1171010800,2026-03-31,서울특별시,송파구,문정동,,64273
1171010900,2026-03-31,서울특별시,송파구,장지동,,41902
1171011100,2026-03-31,서울특별시,송파구,방이동,,58466
1171011200,2026-03-31,서울특별시,송파구,오금동,,36881
1171011300,2026-03-31,서울특별시,송파구,거여동,,52164
1171011400,2026-03-31,서울특별시,송파구,마천동,,32001
1174010100,2026-03-31,서울특별시,강동구,명일동,,41490
1174010200,2026-03-31,서울특별시,강동구,고덕동,,49814
1174010300,2026-03-31,서울특별시,강동구,상일동,,52097
1174010500,2026-03-31,서울특별시,강동구,길동,,48092
1174010600,2026-03-31,서울특별시,강동구,둔촌동,,58039
1174010700,2026-03-31,서울특별시,강동구,암사동,,63872
1174010800,2026-03-31,서울특별시,강동구,성내동,,64622
1174010900,2026-03-31,서울특별시,강동구,천호동,,87561
1174011000,2026-03-31,서울특별시,강동구,강일동,,34208
2611010100,2026-03-31,부산광역시,중구,영주동,,10182
2611010200,2026-03-31,부산광역시,중구,대창동1가,,498
2611010300,2026-03-31,부산광역시,중구,대창동2가,,49
2611010400,2026-03-31,부산광역시,중구,중앙동1가,,243
