change_type,historical_code,historical_name,historical_status,canonical_code,canonical_name,canonical_candidates,rationale,in_region_codes,region_codes_active,region_codes_eup_name,tx_count_historical,tx_count_canonical,stats_v2_historical,stats_v2_canonical,exemplar,notes
code_reissue,4159025941,경기도 화성시 향남읍 장짐리,폐지,4159125341,경기도 화성시 만세구 향남읍 장짐리,4159125341|경기도 화성시 만세구 향남읍 장짐리,"분구·시군구코드 재부여 1:1 (cross_sg_eup) — 읍면동·리명 동일 ('향남읍' '장짐리'), 시군구 41590→41591, 코드 4159025941→4159125341",True,True,향남읍,1084,0,341,0,,
code_reissue,4159026221,경기도 화성시 남양읍 남양리,폐지,4159125621,경기도 화성시 만세구 남양읍 남양리,4159125621|경기도 화성시 만세구 남양읍 남양리,"분구·시군구코드 재부여 1:1 (cross_sg_eup) — 읍면동·리명 동일 ('남양읍' '남양리'), 시군구 41590→41591, 코드 4159026221→4159125621",True,True,남양읍,5102,0,1125,0,,
code_reissue,4159026222,경기도 화성시 남양읍 신남리,폐지,4159125622,경기도 화성시 만세구 남양읍 신남리,4159125622|경기도 화성시 만세구 남양읍 신남리,"분구·시군구코드 재부여 1:1 (cross_sg_eup) — 읍면동·리명 동일 ('남양읍' '신남리'), 시군구 41590→41591, 코드 4159026222→4159125622",True,True,남양읍,3247,0,817,0,,
code_reissue,4159026223,경기도 화성시 남양읍 장덕리,폐지,4159125623,경기도 화성시 만세구 남양읍 장덕리,4159125623|경기도 화성시 만세구 남양읍 장덕리,"분구·시군구코드 재부여 1:1 (cross_sg_eup) — 읍면동·리명 동일 ('남양읍' '장덕리'), 시군구 41590→41591, 코드 4159026223→4159125623",True,True,남양읍,2424,0,558,0,,
code_reissue,4159026224,경기도 화성시 남양읍 안석리,폐지,4159125624,경기도 화성시 만세구 남양읍 안석리,4159125624|경기도 화성시 만세구 남양읍 안석리,"분구·시군구코드 재부여 1:1 (cross_sg_eup) — 읍면동·리명 동일 ('남양읍' '안석리'), 시군구 41590→41591, 코드 4159026224→4159125624",True,True,남양읍,1339,0,468,0,,
code_reissue,4159026225,경기도 화성시 남양읍 활초리,폐지,4159125625,경기도 화성시 만세구 남양읍 활초리,4159125625|경기도 화성시 만세구 남양읍 활초리,"분구·시군구코드 재부여 1:1 (cross_sg_eup) — 읍면동·리명 동일 ('남양읍' '활초리'), 시군구 41590→41591, 코드 4159026225→4159125625",True,True,남양읍,2452,0,424,0,,
code_reissue,4159026226,경기도 화성시 남양읍 온석리,폐지,4159125626,경기도 화성시 만세구 남양읍 온석리,4159125626|경기도 화성시 만세구 남양읍 온석리,"분구·시군구코드 재부여 1:1 (cross_sg_eup) — 읍면동·리명 동일 ('남양읍' '온석리'), 시군구 41590→41591, 코드 4159026226→4159125626",True,True,남양읍,1602,0,467,0,,
code_reissue,4159026227,경기도 화성시 남양읍 무송리,폐지,4159125627,경기도 화성시 만세구 남양읍 무송리,4159125627|경기도 화성시 만세구 남양읍 무송리,"분구·시군구코드 재부여 1:1 (cross_sg_eup) — 읍면동·리명 동일 ('남양읍' '무송리'), 시군구 41590→41591, 코드 4159026227→4159125627",True,True,남양읍,1764,0,444,0,,
code_reissue,4159026228,경기도 화성시 남양읍 북양리,폐지,4159125628,경기도 화성시 만세구 남양읍 북양리,4159125628|경기도 화성시 만세구 남양읍 북양리,"분구·시군구코드 재부여 1:1 (cross_sg_eup) — 읍면동·리명 동일 ('남양읍' '북양리'), 시군구 41590→41591, 코드 4159026228→4159125628",True,True,남양읍,2547,0,820,0,,
code_reissue,4159026229,경기도 화성시 남양읍 송림리,폐지,4159125629,경기도 화성시 만세구 남양읍 송림리,4159125629|경기도 화성시 만세구 남양읍 송림리,"분구·시군구코드 재부여 1:1 (cross_sg_eup) — 읍면동·리명 동일 ('남양읍' '송림리'), 시군구 41590→41591, 코드 4159026229→4159125629",True,True,남양읍,949,0,445,0,,
code_reissue,4159026230,경기도 화성시 남양읍 수화리,폐지,4159125630,경기도 화성시 만세구 남양읍 수화리,4159125630|경기도 화성시 만세구 남양읍 수화리,"분구·시군구코드 재부여 1:1 (cross_sg_eup) — 읍면동·리명 동일 ('남양읍' '수화리'), 시군구 41590→41591, 코드 4159026230→4159125630",True,True,남양읍,1401,0,319,0,,
code_reissue,4159026231,경기도 화성시 남양읍 장전리,폐지,4159125631,경기도 화성시 만세구 남양읍 장전리,4159125631|경기도 화성시 만세구 남양읍 장전리,"분구·시군구코드 재부여 1:1 (cross_sg_eup) — 읍면동·리명 동일 ('남양읍' '장전리'), 시군구 41590→41591, 코드 4159026231→4159125631",True,True,남양읍,2565,0,386,0,,
code_reissue,4159026232,경기도 화성시 남양읍 신외리,폐지,4159125632,경기도 화성시 만세구 남양읍 신외리,4159125632|경기도 화성시 만세구 남양읍 신외리,"분구·시군구코드 재부여 1:1 (cross_sg_eup) — 읍면동·리명 동일 ('남양읍' '신외리'), 시군구 41590→41591, 코드 4159026232→4159125632",True,True,남양읍,1145,0,371,0,,
code_reissue,4159026233,경기도 화성시 남양읍 문호리,폐지,4159125633,경기도 화성시 만세구 남양읍 문호리,4159125633|경기도 화성시 만세구 남양읍 문호리,"분구·시군구코드 재부여 1:1 (cross_sg_eup) — 읍면동·리명 동일 ('남양읍' '문호리'), 시군구 41590→41591, 코드 4159026233→4159125633",True,True,남양읍,4179,0,240,0,,
code_reissue,4159026234,경기도 화성시 남양읍 시리,폐지,4159125634,경기도 화성시 만세구 남양읍 시리,4159125634|경기도 화성시 만세구 남양읍 시리,"분구·시군구코드 재부여 1:1 (cross_sg_eup) — 읍면동·리명 동일 ('남양읍' '시리'), 시군구 41590→41591, 코드 4159026234→4159125634",True,True,남양읍,2268,0,436,0,,
